Store,Analyst,Industry,Type,Title,Link,Published,Summary
Costco Wholesale Corp.,Parth Chelani,Mass Merchandisers,Closing,Costco Wholesale stock trades near record levels as earnings expectations build - ad-hoc-news.de,https://news.google.com/rss/articles/CBMi0gFBVV95cUxPMEl6dHY1QWpYY2g5ckFhelE1TXlSY2xGbHJ1YjhsMy1Da0p2blFvVUU3ZUo1SE1TeHBqckpuVy1zUk1Ta2RuelhSdnF4XzB4TDVjWHNxSjZPcm1xLXdzdVltNDVwdGZXbTRRQkp0c3VZWHg3QXFqNklRbEozTkZDNWF5eFpDVXowSXA1Z0kwX2kwM1ZxTThGdHFlYnlmUl9ZMnNzWHBEQTdkR2tCSWU1ZWRJVGxhaXpiR19uS0ktX0ozSGdBMHpOcEFYNHM4SFBPQVE?oc=5,"Fri, 14 Aug 2026 14:52:19 GMT",Costco Wholesale stock trades near record levels as earnings expectations build ad-hoc-news.de
Costco Wholesale Corp.,Parth Chelani,Mass Merchandisers,Closing,Costco stock edges higher as earnings expectations build - ad-hoc-news.de,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQOTZzX2ZndFgxODhzR0tpb1BEdlBJUld5V0VvdEdQTGJrM2Q4dE1LbU1EVjhzOGVaS2hvdHZRc0N2R1BldUN6cFRJNTFkMG9OQkxMd1c3OEkzTWdZQkNUQk1BWUs2a3g4ZWpLc0ZLcGxmR1NjT2xaODlYemJMcUowLWJfb1lXZGZydDdOLVozbXNXa0llOFpRajZJRVVHcEdyemJBV05xVjFkZVVtVGtNYXRGdGx5dGJpdEc4?oc=5,"Fri, 14 Aug 2026 04:40:22 GMT",Costco stock edges higher as earnings expectations build ad-hoc-news.de
Dick's Sporting Goods,Parth Chelani,Mass Merchandisers,Closing,Dick’s Sporting Goods may close many of its Golf Galaxy stores - GolfWRX,https://news.google.com/rss/articles/CBMikwFBVV95cUxOVzljWU13Smt6X2I3OVZJeGtGMEhBY2QxNWxyQmhtSTlHaEdoWEJtZXR6SW5qUElqT2RtcDdJTV9vT2RFYXNETVhnalhXNGZvbnhTWFNka2xjNm92dnNEZjNLRlFvdFAtY0NndENtN2lJRlNUM0pXdWJqSUpIYWgtQnV4M0tDZFpRbzRKaFhJWWtyN1U?oc=5,"Fri, 14 Aug 2026 22:49:17 GMT",Dick’s Sporting Goods may close many of its Golf Galaxy stores GolfWRX
Harris Teeter,Ashwin Nair,Grocery,Closing,Harris Teeter Is Closing Stores in 2026: See an Updated List of Doomed Locations - inc.com,https://news.google.com/rss/articles/CBMirgFBVV95cUxQR29QRWVrYWhLa05EanFYMThObkVEejlJUXZVY1h1eGRWR3pOcTlnR0VuejgzNF9ZNnM5cHRvTVhoSGFyOTRYUkFLYURON0otVldTRktiWE1xTTh0WHNyNGxHb1FoSjRQY1FRNnhxWmNFWFNWV1pWekxLbHFKUngzdGdvRkVaYndtN3RLOXhDYnlSbkdFWGxyb0p0WjdlQlB3VkkzZHM1bnpwblJ5NlE?oc=5,"Sun, 16 Aug 2026 19:20:19 GMT",Harris Teeter Is Closing Stores in 2026: See an Updated List of Doomed Locations inc.com
Publix Super Markets,Ashwin Nair,Grocery,Opening,"Publix Opens New Supermarket In Ruskin, FL - The Shelby Report",https://news.google.com/rss/articles/CBMiiAFBVV95cUxQMGNvTzU0ZHV1Sm9YRHN4T21ZM1FqVWJHblphOWVLbTFieWxqWU9UTmx6R0hBSWVGRzQ0XzlXVlVjQmJ2Szh0eG1ZcGhTdkhwMlJNdkpuQTY2SVpseEpvQjBYMEFJcUdlMl9LWEwtSEVXSHFKcGE2Nkx2QmwtYkl1YmZ1WTY5NWFu?oc=5,"Fri, 14 Aug 2026 18:16:55 GMT","Publix Opens New Supermarket In Ruskin, FL The Shelby Report"
Golf Galaxy,Bhavesh Phulwani,Mass Merchandisers,Closing,Dick’s Sporting Goods may close many of its Golf Galaxy stores - GolfWRX,https://news.google.com/rss/articles/CBMimgFBVV95cUxPUkxmRG9nRlpVQl9YMFlxQldwRFZ6UU1UN0NrSlRCOERzZmx6U250THEtZmVQM0lnTlVWR3NIa0NUVEZDVWxLbGVBRGo3UGZmUGFSVk5hM1VXZzU3V0hZdjdzQ29vMXBCM1dmQzE3OE1kaUxudzdCdFZRcEJaNDRsdVRNamQ5WktEaXFFc1VObXpyXzQ4cm92bkNn?oc=5,"Fri, 14 Aug 2026 12:50:27 GMT",Dick’s Sporting Goods may close many of its Golf Galaxy stores GolfWRX
Michaels Stores,Bhavesh Phulwani,Mass Merchandisers,Opening,Michaels expands new store format - and it includes one huge perk for reward members - The Independent,https://news.google.com/rss/articles/CBMimAFBVV95cUxOZ1dsSTZnSjVoYS1XRWpiaklGZE43ZXhUZ1VrSkYwaDdNaVVEVlJ1dVRZNGNpNEQ3TkdyV09CdktJNnBNanl5WWp0QUVNaUdMYTFKVy1pbU5BODYwN2s2YlFFSWNNSk43R0pKdHd2bVJ5eHgtUGJvOGh3LXltN3pweS1RUFAzY1FjV3FiS0E5T1V5WlFZWW5ZSQ?oc=5,"Sat, 15 Aug 2026 16:10:00 GMT",Michaels expands new store format - and it includes one huge perk for reward members The Independent
Michaels Stores,Bhavesh Phulwani,Mass Merchandisers,Opening,Michaels set to open fresh concept store in Rogers - nwaonline.com,https://news.google.com/rss/articles/CBMimgFBVV95cUxPYmhiNHhMSkhFcXZ6T2R2eFJvSFUycURURkRVYXpwWE5RdEFzT1J3OUFsRTJMSlA3dEplYTV5OWo4WlhMamZ5cklHa0dVdUthcDBKbFpQRU1PTFdiQzh0MUJsdmg1c1Z4WWJMWTd5UUVUQ2VKdHhjM01TMENWNTNTYXZWbDBHR1pvRXJKNERrSlNzelN1aU9SM1ZB?oc=5,"Fri, 14 Aug 2026 15:04:00 GMT",Michaels set to open fresh concept store in Rogers nwaonline.com
O'Reilly Auto Parts,Bhavesh Phulwani,Mass Merchandisers,Opening,O'Reilly Auto Parts to open in Richland Township - The Tribune-Democrat,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNS0tJS1g0ZDdzNmhEaTFvLW1HclVKSmF4Sk9aVm1EaEdueFNhRzZObllnODRaVlM0LTh0QWZPRzVQM0ZtTkJoZFl5eHdTNFBDeG1MeVNRcjFfRGlSY3lOMjlXWHM1eXhNRVJ4bm9kMEtVdmlMeHh5d3hDSjd6Q3Y2ODRuRE1CV3I3SVJUZmcyS1pUWTR6SDdLUVZGN0tRaWxWTk9oUGx4Yzh4TFNRSWJKWS02aXVRanVLODQySGY0ZmgyWGdIZWh2ajg1ZDgzU2JxLUx3?oc=5,"Fri, 14 Aug 2026 10:45:00 GMT",O'Reilly Auto Parts to open in Richland Township The Tribune-Democrat
O'Reilly Auto Parts,Bhavesh Phulwani,Mass Merchandisers,Opening,Richmond Raceway to open NASCAR Chase in 2027 - WWBT,https://news.google.com/rss/articles/CBMihwFBVV95cUxQd2U0UC1vckw1WW9aSDZhdGJvZG5YVnFPT0hLaDRtMHE0SnR2QVNtTWN2bzdZY1hYeDlLNS1lRG9xVWdYZER2czhYRUphTXpiWGtqOFlKQ3pnZnZJT0xJT0hBQTQybFJORDAxN0ZnR0FNZlVTXzNNZ2JEMkJyTk9fc3RpUW1SM2PSAZsBQVVfeXFMUGswblpLenpBc0hpNWFOWTVnaFl6WHYxVExiOGlsUmhpTGlKa3NZRzlYM2QtcWV3V0V0N1E4cEZxOWQwTlRLVHM5OVlkdEZEVkxkT3lFTU8za0R2NTlISV9tZnlXSTJnSTdFUzJETVZqcXNmN1k0bnpjWHRLU1lteEdibkotcWRURVFaZG9ETnRtZURLcVRkTnJJYTQ?oc=5,"Fri, 14 Aug 2026 10:27:00 GMT",Richmond Raceway to open NASCAR Chase in 2027 WWBT
