Store,Analyst,Industry,Type,Title,Link,Published,Summary
Barnes and Noble,Ashwin Nair,Mass Merchandisers,Opening,Barnes & Noble to open new Louisville store at Mall St. Matthews - WDRB,https://news.google.com/rss/articles/CBMi3wFBVV95cUxQOWlDZlgwN0ZHX0pvX1MtdXpmY3dLUnR1LXN2T0VCNV9ZNmxSQzMzM1E5SURDekZGZ3lGemFZUUZiREdObExMUGZKR2tQc3cxLWJzUUV0Z0xWaGtVT1pHYVhZMG5Wa2Fwdk9RZGx3bC1XQ3o5S2U4R1Q4RUlscXNEWC1uck9CS19leFFFZ1J5R2hFTFEzWm9FdTVDN3VjVUkydjAxd0tmak5wblpxZ1lvM09DTzR3OVFob3BuZGJyYWFpd0w1Vm5rVjc2bGpnZm81ZjlSSXZGa0tUN2hsa1Yw?oc=5,"Wed, 20 May 2026 20:48:00 GMT",Barnes & Noble to open new Louisville store at Mall St. Matthews WDRB
Barnes and Noble,Ashwin Nair,Mass Merchandisers,Opening,Barnes & Noble plans Mall St. Matthews location - The Business Journals,https://news.google.com/rss/articles/CBMimAFBVV95cUxNQXNveUtuT2dsdzFJRFB3em8wWnVmLV9IUUptWXc3V1hVd0JJUE5uR29ucFhBdElQTHRaU0UwMlhGVUFVV3hrdDF5MjQ0QmFaY3o0cG9XMDFjLWY0WEJaN0llUldhUm9hcENTWXdGQzdabWNZOTAxczBUWWxvTkh3d09fbk1VTWlzUVlVd20xQWpyOGl1bWd0Mg?oc=5,"Wed, 20 May 2026 18:32:00 GMT",Barnes & Noble plans Mall St. Matthews location The Business Journals
Burlington Stores,Ashwin Nair,Mass Merchandisers,Opening,Burlington announces grand opening date for new store in Rochester - kaaltv.com,https://news.google.com/rss/articles/CBMimwFBVV95cUxNM2dpTENpbHpjSVdMV0dWWDRKOE1ZdDlfQkNLXzN5NGNJYzFYMjNxbVo1T3huWWMwcVBOTnVtX2RTX2YyYTRDLWZkRVJPV2VnV2JPVUVUOTlNQlFCbFgtX2xzZ0xxU3lVVEdjSlg5T1lVYk5KSF9MSkNFWGVvX1BSbWVSM0VVM3RzU1lkR3hMWm5HSkM4WnY2ekJacw?oc=5,"Wed, 20 May 2026 10:41:08 GMT",Burlington announces grand opening date for new store in Rochester kaaltv.com
Burlington Stores,Ashwin Nair,Mass Merchandisers,Opening,New Burlington Store In Watchung To Open With Grand Opening Giveaway - Patch,https://news.google.com/rss/articles/CBMiqgFBVV95cUxOZUl1cy1rWnVzT1R4anREWDd2TmZQcE92TDhDYktoWTZsbG94cE1ZdnhwWnhRYVI0V0JHRU4ydlhsNGZGR00xTWtlOHZJLTAtNkUwclpaWGNKU2lTSnp4bWtWTUtGdkthQ3c3WmVjRHAtT2xJSXFhWUZadlczb0QwQ0FmNWNfcEY3WnZYeWNLLWpNUzVRVXF5c05WZ3U5bHVaYm5qMDBfVWZKd9IBygFBVV95cUxOSUYtM2tvcHE0RmtmdTRPaFRlX2lUVGd6a1FkcDNFanVxX3UtZnh6QlFZaFVZekNCa0dSS3ZzVFdlejlzTmVJSC1TNTlhZUI3WVFmQVROYTFyQUZPd3Ywd2VqdlA5a1IzeUVDeFdCWU85NHN2ODRydmtEdFRjbU4tV1VZOXV5NnpfakFvRFdWbW1mdnlzcGhtNDNTT0t2bWcydkRIU3g0TlFreGJaYy0tQWoxbDZrenhPWVo0TUFmSG14Y09MM2tKWmJR?oc=5,"Thu, 21 May 2026 15:29:12 GMT",New Burlington Store In Watchung To Open With Grand Opening Giveaway Patch
Dick's Sporting Goods,Ashwin Nair,Mass Merchandisers,Closing,42-year-old sporting goods chain quietly closed over 175 stores - thestreet.com,https://news.google.com/rss/articles/CBMipgFBVV95cUxPVGxjOTF6aHlib3ZYSDNBWlI4d2ZoNW9TdnVCTGZ6WGt5WF93S05faERTRE03bTVJYUR2UE9GaHR4UEd5X2tkRnc3dzZ5UkhWVVRZMFJXQWhTVl9lRWdqRFRQVlphNDA3Qnd6N3Z6SE14UGlWalI3SUYxY0l5emlZbDlwS09hVmQwQ1RPOTVnM3VYbjZMeVBubTFFSlhKSWNqcFpKaVRB?oc=5,"Thu, 21 May 2026 21:54:46 GMT",42-year-old sporting goods chain quietly closed over 175 stores thestreet.com
Dollar Tree,Ashwin Nair,Mass Merchandisers,Closing,Dollar Tree stock (US2567461080): shares slide after cutting guidance and announcing store closures - AD HOC NEWS,https://news.google.com/rss/articles/CBMiyAFBVV95cUxObDJoZF8tWW1rVWUwM1RldVFyZWJMdmpoT1VZd2QzRWpYeUFYMTcweXI5TWQtUmdfT1RzZl9iZUtockFVclFEbVg0Vk1xaVNibW9IYnc4Y0hPeE40NTJZcFV0MnVLY19CRXRIeGZEOGprY3JmMVdrWXJVX3pDQVlfY2JDOEVsVHBLTDN4S3hnRU42bzlwQXNrQmR5UzA0bktKdG9OUWVuaERITWdqYWVPRjVuUEZ5NGllN3dhMTl5M0g0bXEwOTJZSw?oc=5,"Wed, 20 May 2026 11:14:49 GMT",Dollar Tree stock (US2567461080): shares slide after cutting guidance and announcing store closures AD HOC NEWS
Dollar Tree,Ashwin Nair,Mass Merchandisers,Closing,"Discount retail giant closes 350 U.S. stores , sparing only six states - thestreet.com",https://news.google.com/rss/articles/CBMitAFBVV95cUxOZFdjOVVJakZCMXo1bVZNaWpvQ3AtcS1BaFFuWTBtRGEtOVhjTFhuekRCaHoxOGczc1JYYXdDVnJkb2x2aHdhUTRBZlRHOE5fbW8tVkNOLW12V2JneDR3VmVaY2I1S3loMEt0RlhWWGJROVB2LUtxcmR5a1hkUUU3alpqT3ZUYUZDOHhYVEdCV2JvSGNJV0NpOTE4TjhkX1ZaRTd3ZGNYNWZJNER5ckVkZng3cGg?oc=5,"Thu, 21 May 2026 19:14:12 GMT","Discount retail giant closes 350 U.S. stores , sparing only six states thestreet.com"
Publix Super Markets,Ashwin Nair,Grocery,Opening,Publix Opens Palm Beach Gardens Store Following Nearly 2-Year Delay - Progressive Grocer,https://news.google.com/rss/articles/CBMingFBVV95cUxNMTAyMVFsbmZwNXJzMTc5ajdKejBjblZMcFZPZ09TSHN6bF85cUdZSDdvV3BrZnItWkdHZWlNSGMyUEFlM19BbDQ2MWdPRmpQbjQzX2dPN1BXLXlsQzB6b1hwdldPbFk5dm1KTVBxYnRFRjgzSThYMHNMZGd2LUlianA3Y25kd19RZEZfVC1XR3duNmVjYnIxNG9hNWp3dw?oc=5,"Thu, 21 May 2026 18:25:39 GMT",Publix Opens Palm Beach Gardens Store Following Nearly 2-Year Delay Progressive Grocer
Publix Super Markets,Ashwin Nair,Grocery,Opening,South Florida Publix Now Open After Tornado-Related Delay - The Shelby Report,https://news.google.com/rss/articles/CBMingFBVV95cUxNbWRQUVRfYzNsclZxenVpWkdWMTZqWDQyeERGMGZ6UzF0a0xDQklWZDFaaEU0Q05JcXFqTG1kSUxLX2EtaEl5Zi0xYlJDZHZhU2JjWmhwak1tOW5RUDQ5eVFWMnpZRGlRZU5pcXVqUjZWNGFMd1pJS2pXallTQ1Y0SVhmbzVUd2ZKa2Y3VHpKbkpXTWdhZ0d5clZoemVHdw?oc=5,"Thu, 21 May 2026 12:51:05 GMT",South Florida Publix Now Open After Tornado-Related Delay The Shelby Report
Walgreens,Komal Agrawal,Drug Retailers,Closing,Walgreens store closures spark protests as communities fear losing pharmacy access - MSN,https://news.google.com/rss/articles/CBMiowNBVV95cUxPTWpiSzQ3dWIwcjBNOXZBdmtISl9sWndRaUl4QVA0T09vREZVQV9VWm5odFRUdHV3aDJBampsNkgycFFNX3ZHVUJSMTRBQUtPVWk3TmpYNVBqU253WDBjRUx5OEItNDZudkdPLTltbFhENG9iYlhOWVRUel83NUdmcnVPcDlyR242UnRBTjBNNmI4SHRjSzMxdVB3cTlQOWlXWlJESWJGTXZoRG9uNFBHbzMyWUdNWDloQVRCcmdFeGVwZ2hrUENrdVdhendoeDNLeWZndmxQa3JHbzZBVmI3YUFfOUctd3YyYjlGVjR0WWhGeDBqRzkwbHJ2SkJNQk11S3ZzZUlWa2dTY0puYS1Uc09HWEhMUHhxdXVUSGxaR05fVDRuR0FZaG1kbUdzY0lnOG5sWnFqMXFKMzg0bzRWYXRzYzlrcEk2enVpUDRkcEhaMHdLNlZRN2tNRzlOVFRSWFhETFJRTnB2NzZOTGU3QUt3WEFKS2t3aVQyM2NyZVl3WWYzVTdBaElIU3ItMFk4MVA4c3VVbU9ONHd1Q3hjWTlMRQ?oc=5,"Wed, 20 May 2026 22:51:01 GMT",Walgreens store closures spark protests as communities fear losing pharmacy access MSN
