Store,Analyst,Industry,Type,Title,Link,Published,Summary
Barnes and Noble,Ashwin Nair,Mass Merchandisers,Opening,Barnes & Noble to open new East Village store - Crain's New York Business,https://news.google.com/rss/articles/CBMinAFBVV95cUxNb194RjVkYVoya1lBYzFBcjhjWmpnVFBqSjdMazBxWWJJZDBVYk9mRmdtaFhFdE9DWUFqSkRlT2tYdm55WU5fRzM0YldPWU9DQkhHZHk5dnFzbGtGeEc2QTMwZEhzelg1d2JTOWZwQUJpak9MbW9hU2x4TURxbFVZRjU3MklNY0o5Y3JTV2c1Sll3X0FpRDEySDJybHc?oc=5,"Wed, 27 May 2026 16:54:00 GMT",Barnes & Noble to open new East Village store Crain's New York Business
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,"BJ's Wholesale expands, and it's getting closer to Southwest Ohio - Cincinnati Enquirer",https://news.google.com/rss/articles/CBMiwwFBVV95cUxPNG1vQ2s2UHZEWHcxZzFoakJ2clVEZ2NjclkwU0RLWXJCLV9WaGFnM3NJV2xGb3Y2ZW1ISWR0MEF6MWlmOTFrUXg4ajJPMTBRUjhaUVRRYmdWaGFzemFiWDBsVHpQbGt6R2hZcTA3YlN6bVE1WmxtQlZzWlgwV1p4alFENDJ4WjE5RzA0OTNvbEpDVW9pTGRqMlhYVExIQ21xOENTekVCYjBsQmdoOTA4MVd3dDU2S2ZrWDdtMTBPMGUwMTA?oc=5,"Wed, 27 May 2026 08:14:00 GMT","BJ's Wholesale expands, and it's getting closer to Southwest Ohio Cincinnati Enquirer"
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,BJ’s Wholesale Club to open Portage location - Inside INdiana Business,https://news.google.com/rss/articles/CBMilAFBVV95cUxQZXlqeGV5RjlObXppaG1zUUdNaVlic1UzUG95emZHbi1OVkg1Ni03LTZzZHUtbWp6THVYaDJnMWc3WnJtVVIyd3pWMzFhT3dKcnE0RjJON2lQSXlPQ3UwRXEwbHhOdUxJclU4QUNLTWs5aldJUmJVeURqMlVjaWZ4YlZpYVpjSWRmcVZGbDhNdnloNmVR?oc=5,"Tue, 26 May 2026 21:42:49 GMT",BJ’s Wholesale Club to open Portage location Inside INdiana Business
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,"BJ’s Wholesale Club, a Costco rival, to open this year in Portage - nwitimes.com",https://news.google.com/rss/articles/CBMiiAFBVV95cUxOTW9maEJrYkNqdkJLRkdxQnRDQU81cUMtZG5Fd2lzVVl3X19TeUN3TlhwbzJwSG9reDBVUjZiMlU1ZkRPbnFPSm5ScDVqQkZjbXpiazU1UlViYU1MZ0U5bkhSRDlWdllaR1lyRlRPcjJ4cE1RZ2xTOWV0LURpbDZTRzBTZUZNdEVx?oc=5,"Tue, 26 May 2026 21:30:00 GMT","BJ’s Wholesale Club, a Costco rival, to open this year in Portage nwitimes.com"
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,Four New Stores Propel BJ’s Wholesale Club Expansion Strategy - HomePage News,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPTjc2cGF6VW04RnZSRXJtWXZzTGF1ZExJMWJLUjQ0LWN4WGU3U0RWSXFuekxkOU5UOExEa1RfNFh4aWp2OW9zMV9Mem5mNDZVVUR5eG15c0FUWGF6a1ZpcTF6dlN1TFJReE1JQWkyTWsyaG5WSEg3T1NYTUw4MlpVd3duSVNXQ0ZOVUhnRGZuUk5tLXBLckFBUUxlWVhxYk9sSmw5QmJJZndoQQ?oc=5,"Tue, 26 May 2026 16:29:53 GMT",Four New Stores Propel BJ’s Wholesale Club Expansion Strategy HomePage News
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,BJ's Wholesale Club bets big on Florida with 3 new locations - Treasure Coast News,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOMEoxbDl1MzVGZENvRXZtTHVsUDkyWFBfYS1XMXpyNVpvSmhMbFlNRXdtSHZTM2JTSndXWi1EdmJBd25SbDRvNWtjMWlJRlFKRklDelpjQ3l0LXNsYTRPbXFvVFM5VlltR05YREg3NElvSW1QMjBHV0JZRUtkRFl5M0FRZlNOZHZ5cm1FQk5WaWtZdWFJWkIycFVKRDlHSURTZ1dkYlRFcVJzNzgwamdFMWZQMDRVTUFwc3hNMnE1cEQ2Zw?oc=5,"Tue, 26 May 2026 13:51:00 GMT",BJ's Wholesale Club bets big on Florida with 3 new locations Treasure Coast News
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,"BJ’s Wholesale Club Accelerates Growth with New Locations in Kentucky, Florida and Indiana; Bill Werner Comments - AndNowUKnow",https://news.google.com/rss/articles/CBMiyAFBVV95cUxQWGJpN3NWVWcwT1dNNEcwOERlWmN2R1h2bVY2bDZSUENmWWN5UHBQX0tJMWdVMGM2M1I1RlY0SVJ4UXZUNGQwdjVTZGRDSUg1aUZXd1Jlckg1UEdkOUdteFcyOUczTkgzMDhWWk50UWFuUm1lLWNJWUdhUnB3eTRUUzk1M2tKcFJNU3hFcGpZX0hqQ3ZQQlZkVVlSYVpmdlBsT2xkcU1CLUc2N0ItbTBqU25pSlZha3hpNFcxSjFJSnVoaHpMeWpvbA?oc=5,"Thu, 28 May 2026 05:54:31 GMT","BJ’s Wholesale Club Accelerates Growth with New Locations in Kentucky, Florida and Indiana; Bill Werner Comments AndNowUKnow"
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,"BJ's Groundbreaking in Ocala, FL - Bluefield Daily Telegraph",https://news.google.com/rss/articles/CBMivwFBVV95cUxNUEpKc3lkLTR6allnMGZTb0lvUi1yaFhfQlNoaWNPVGE3M1F4SEJUc1ZQYTJGcjh3QXRWUmp3U01tTkNqY2xNUUJGckROWTd4bHMxeldjeFFMSEh5NXNGMTJmenh1dm94U0F0czF5Q05FSTM4dUQxWWhWZFAwVFExdzEzOUdKMEpjMk1ZVzFqemVQVzRZU2RfNGJaZWJBTDVQa0o2OHp4ZlFZUzNObHplRWo5OFFpRy10TjBsUFRLNA?oc=5,"Thu, 28 May 2026 00:05:16 GMT","BJ's Groundbreaking in Ocala, FL Bluefield Daily Telegraph"
Burlington Stores,Ashwin Nair,Mass Merchandisers,Opening,"Burlington Stores, Inc. Expects to Open Approximately 115 Net New Stores for the Fiscal Year Ending January 30, 2027 - marketscreener.com",https://news.google.com/rss/articles/CBMi5AFBVV95cUxQc0RKZjROa3VrUko2ZXVtcGxZcWgzUXRhQlF1d3ZoMHQ0aHh6eUUtS3VIbjJicEhRU3dZc0piTkhwZDVHS0RUTUNHWE1LNVEyRUdLbkR2TGJLNmZZSE9NY21ySzRLajFpVUF0dzZ2NktJLXJaazd2UUk1TWJQSjU5SlFBdWIxVGtkSVQ5LUJWdEk1ZHZxTnBFcVBzRWR3WUNuNzQ5TGtPVG1TYi0xb0pBM1RBZksya211eGV4Q0dQZmlyV1N1VFZOTlZFLWpzRFAzTW05cXNkbUdya0NpbFZDc3k5MV8?oc=5,"Thu, 28 May 2026 12:07:54 GMT","Burlington Stores, Inc. Expects to Open Approximately 115 Net New Stores for the Fiscal Year Ending January 30, 2027 marketscreener.com"
Costco Wholesale Corp.,Ashwin Nair,Mass Merchandisers,Closing,Costco Gears Up For Q3 Print; Here Are The Recent Forecast Changes From Wall Street's Most Accurate Analysts - Benzinga,https://news.google.com/rss/articles/CBMijgJBVV95cUxPbTJSS1VYdTNMNmxuVlE2OE1SYWpqQ1BYU21oX0dqa1NhTW1vQU9CUzJMQ2YyYWhGck44X0htckp0NkFxdV96ZEt1X1duTlVSY3cxX0tZWEI1bzFKdFR0V2pFbjNETVVLN2x6QU5hRU5aSW53YWk1aHdHMGg1d1FoUm1tODRlSlNhZFM4ZUoxMk1BcFVIUW9uTE9KcUF4NHJMbk1RbW5nNWVxNkpnUTJKdEx5Y3RZUnJXdlB3bUVaRkJpSFJMMUlsTHZVc3FPX0xmNG9HN0pjbG8tdUhIVU1sZWd0QnBGd2FjV0lpUFkwU2JVcV85V3R0OEdwc2lHM2tOYWxiTkM1c19GU0RRUXc?oc=5,"Thu, 28 May 2026 06:54:17 GMT",Costco Gears Up For Q3 Print; Here Are The Recent Forecast Changes From Wall Street's Most Accurate Analysts Benzinga
Costco Wholesale Corp.,Ashwin Nair,Mass Merchandisers,Closing,"Best Buy, Snowflake And 3 Stocks To Watch Heading Into Thursday - Benzinga",https://news.google.com/rss/articles/CBMixgFBVV95cUxNRDk2ckJPcDBLVnlveW5BSk95MENQUnVEVlNjOG1DVnZRNjJKNTVKaWl4MXdBbVd5dXhwdURFRUd5N29ZTFBNQy1PdmREWExYRzRDLWU0VFVfLUVrVGJ4RmNHdzYtRGJLUHlxczlZN1RNRk1NUDhKajBwZFVicFplUDQ3bm9tYXF6RFZ0VVluUXNHOTYwRnpzZE02Vl8tRzVZUVl5YU1NMTFzSVFsQXd0aVhnNWxRUHRhdU5YS0FFaFUwQVhaekE?oc=5,"Thu, 28 May 2026 05:08:56 GMT","Best Buy, Snowflake And 3 Stocks To Watch Heading Into Thursday Benzinga"
dd's DISCOUNTS,Ashwin Nair,Mass Merchandisers,Closing,Will Ross Stores' Expansion and Strategic Initiatives Drive Growth? - TradingView,https://news.google.com/rss/articles/CBMivgFBVV95cUxPX1JRblItemlKUVRTRXkyT1lLTFpnT29nSUZxaHp3akJGSk9zdnJpS19Ia3gxQVpGMUVLb3Z3SlpZRE9jc0FkQ2JFLWRrWGJlS1VHcjBzVTBJZ09VS0N6VjBGbU5zTmtDcF9WdU9RODFBZkk5VVlGaUtjN2l0dzJ6NGIyUkRTOXZiMTdpbU9DT3JlOU5melRoczB3dllQUzAtOGV1b0phRzNkcTRfNFNqakptd21iazdGS1ZZbXZn?oc=5,"Wed, 27 May 2026 16:03:00 GMT",Will Ross Stores' Expansion and Strategic Initiatives Drive Growth? TradingView
Dick's Sporting Goods,Ashwin Nair,Mass Merchandisers,Closing,Foot Locker Ramps Up Store Remodels and Closures Ahead of Critical Back-to-School Season - WWD,https://news.google.com/rss/articles/CBMirwFBVV95cUxOeHZJUktmQWIzeWtPd3V3QTlqLUkwVTVJVG5zSW5qTXhIbTR4NDA4MGxieWRVVVE4Mk10OUFFTnNGdnlBY0RySFRrQ0hobTJVNTVRaHY3NVZvRkl1QW95VXZrajlzSzJPZzgzcFFUQ3QwcnRxOHBTT1FObWdBODByQ3FwWWk0ZEZGNGxkaVRTSlBUVnlSOU5qRGxkcFdTem1GMjFIVnpybTNEZnJMVC1r?oc=5,"Wed, 27 May 2026 21:18:41 GMT",Foot Locker Ramps Up Store Remodels and Closures Ahead of Critical Back-to-School Season WWD
Dick's Sporting Goods,Ashwin Nair,Mass Merchandisers,Closing,42-year-old sporting goods chain quietly closed over 175 stores - thestreet.com,https://news.google.com/rss/articles/CBMipgFBVV95cUxPVGxjOTF6aHlib3ZYSDNBWlI4d2ZoNW9TdnVCTGZ6WGt5WF93S05faERTRE03bTVJYUR2UE9GaHR4UEd5X2tkRnc3dzZ5UkhWVVRZMFJXQWhTVl9lRWdqRFRQVlphNDA3Qnd6N3Z6SE14UGlWalI3SUYxY0l5emlZbDlwS09hVmQwQ1RPOTVnM3VYbjZMeVBubTFFSlhKSWNqcFpKaVRB?oc=5,"Tue, 26 May 2026 19:10:42 GMT",42-year-old sporting goods chain quietly closed over 175 stores thestreet.com
Dollar Tree,Ashwin Nair,Mass Merchandisers,Closing,"Budget retail giant shutters 350 stores — including 3 in California, as hundreds more closures planned - New York Post",https://news.google.com/rss/articles/CBMiqgFBVV95cUxQLUhFNGw4M2tUVzVaSVdyRHB6b19GN1hoUFJ4NUJXV3lmOGtKaUJqY0N6UWZjVmY3dTFpT29XQW5Cbk9zMmxtaDdrS1NXQVpYTldUVVEwbmVSZVNlSmdTUkdTeXdjQ3VBb3pDclozUzJxOGNjQ2xOaGFwOEwycmJsaGVMRm85c3JwWXlkZEVoblc2M0FMOWtERUNwc2tuTzFNVmhGU01PdXRrQQ?oc=5,"Wed, 27 May 2026 18:14:00 GMT","Budget retail giant shutters 350 stores — including 3 in California, as hundreds more closures planned New York Post"
