Store,Analyst,Industry,Type,Title,Link,Published,Summary
Academy Sports + Outdoors,Parth Chelani,Mass Merchandisers,Closing,Academy Sports + Outdoors Announces Participation in Upcoming Investor Conference - Yahoo Finance,https://news.google.com/rss/articles/CBMisgFBVV95cUxPMllZd3pZRS1BQmJweDFUYjFOM3dTSm1OTzIwOG1uYVNxMkhFLUJBYVE0dXVkWUlpMEp6NEhlVFlxWmV6VVhyajFwTW8xQkZSbzQwY3RYU3dvMnFISU1hOXpTNTJicU9mZVBpTTl1YlRrNk82ZkU0NGVMNE5vZ0NYQU82V3BWT0J0Y21wck9XUWNMU2xBaFdxYml4dnN5UVRjMDdZNkpxQTBIMWwtRXpJRjBB?oc=5,"Tue, 08 Sep 2026 13:05:00 GMT",Academy Sports + Outdoors Announces Participation in Upcoming Investor Conference Yahoo Finance
Barnes and Noble,Parth Chelani,Mass Merchandisers,Opening,First store from popular bookstore chain coming to this Texas city - MySA,https://news.google.com/rss/articles/CBMimwFBVV95cUxNSE82cTIyS1cxdFk4WDl0ZklVdF90ZHFncU9fTTRTRm0yTy1xdy0xRjF3NVNsUTJESGFOeDNpenVWZ1NGVHVsV0F0MEx2aGFhVkZ2ZGVVV29Rdm5ydE1paEtYS280UElqZ0gtU3F1OUVqT3BaeTAyNTI5UXFoMzBMVmVDRkNFVC1RYWJKQTZCNVN4aTFwby1hQWpvSQ?oc=5,"Mon, 07 Sep 2026 19:10:58 GMT",First store from popular bookstore chain coming to this Texas city MySA
Burlington Stores,Parth Chelani,Mass Merchandisers,Opening,Burlington opens new store in West Bend on Friday - GMToday.com,https://news.google.com/rss/articles/CBMiyAFBVV95cUxQaVh3S21nbHVLX3ZSeURWRnJtdDNEemZMcHlPbGQwa1E0X3RKRjVtd1dWVEpPNVJnem80TnhpVGp2QUM1SV9BTFVqQm1rTVRYdUlyVzZzMUc4ZmNBVmZKVHkyX0FBU3g3SlVFNXdxOWd3SnJuRHNUSHlnVmZHZUhtOFJuRXRuRUJKblVqUGdnYzc5cFhOU01sNUhBeTFQdXJmeHZCeEVDa0wzVy10YUwtc0VXVHB1SnNlQ0dyVXRqaTY4NGNLV1l1NQ?oc=5,"Tue, 08 Sep 2026 16:42:34 GMT",Burlington opens new store in West Bend on Friday GMToday.com
Costco Wholesale Corp.,Parth Chelani,Mass Merchandisers,Closing,Costco Wholesale stock heads into the open after a 0.2 percent gain - AD HOC NEWS,https://news.google.com/rss/articles/CBMiygFBVV95cUxObldFUWN3czdlWkNvb2stVFJORllmVFd3LVk0TUdiZFEydzBTQmlmTWN3c19LdEdRZmtXZjhvVXF6cUI2UmJJcktIVE1PbEtud2dWVTNVaV9ORFRubDE3a3B5N2VGTFRjcEhBcWtfcWUwaDJ2ZDJHb3Rsa0JfXzRMeF9ZQjBRaFo4LUJqdTVqRldzTE9WM1hjdHpyclFhZzNNaFBQRHhfeDlmOUs0ZU5CVkRPNU9SbF93UkRoZ0FpZzVsbjlmUmlRM2NB?oc=5,"Tue, 08 Sep 2026 05:18:59 GMT",Costco Wholesale stock heads into the open after a 0.2 percent gain AD HOC NEWS
Costco Wholesale Corp.,Parth Chelani,Mass Merchandisers,Closing,Costco Wholesale stock steadies as investors eye September earnings and analyst targets - AD HOC NEWS,https://news.google.com/rss/articles/CBMizwFBVV95cUxPRkxHRFppQmhCb0NJVDNHYm1aYTJCVFBHMjJMenlWdF9Vb2IyZjNYNDVBSVYyQlFFOHhtb0MzTkhrRDhPeDhwX3IwMVFuMWIxakVZOTl2V3B0aTVrcmtxUm5XazcxQTRrM2xjQzUyZlB0U0tQeVIyWERiVlQ1SVFjWndsSzNRM2tqQUdKSkNJN2piQkFoczZwbG1kdHByVVZCaExjT1pUV3NINUsweXVjQmZKOEw4VkROSDJvaVY4NVpnRVZ4Q0ttV0lsd1dLY3c?oc=5,"Mon, 07 Sep 2026 13:03:20 GMT",Costco Wholesale stock steadies as investors eye September earnings and analyst targets AD HOC NEWS
Costco Wholesale Corp.,Parth Chelani,Mass Merchandisers,Closing,Costco Wholesale stock heads into the open after a 0.2 percent gain - AD HOC NEWS,https://news.google.com/rss/articles/CBMiygFBVV95cUxONlQtUzc0cG1jUEVQalhPZGhmUjAzSVAxU0Vpa1diWVBuSTlldzg2OVZUZVhlT0FkNnFXOFJETWp3MDdRNUNldUVTSERNaHRqM1d2YkJsLS1adVJnV0Vhb3NWZ3N5OHVTOWpDbl9HTS1nZUVRTVF3RWFVQmROR3BJS0RwXy1nY3VtUHFxR2c2TG1tU3pKbThfX2ZvZ3dzcERjQldvZWhRMllLVnNmVlVucENUUDR6b1FNY2RQVERoYndBd3Z2LUhsYU93?oc=5,"Mon, 07 Sep 2026 05:15:23 GMT",Costco Wholesale stock heads into the open after a 0.2 percent gain AD HOC NEWS
Casey's General Stores,Rahul Vasaya,Convenience Stores / Distributors,Opening,"Casey's Q1 EPS beats at $7.37, revenue $5.68 billion; stock falls - scanx.trade",https://news.google.com/rss/articles/CBMiwAFBVV95cUxQRXh2TzZHT1BMZXNROHYteEl1VzFzMGlLcWNyN25nX1pMNk1aQ25heXFQbDJkSl92Tl9nR2NuSHRlaF9pM0VYRFljT1FsaEJidWN0Z1JTMUxDVllPMHpiZmQ0NzkxcDBvRjNYSWhyMjlGRlY2ajhlLW1IMkJwNmFCYUtKWElKSU5BOWFnc1NaMm9iUXhnazVxR3dxZS1UcWVOc3Fxa3FzWUFaX040ZGFwQmNjWkp5X2VYQzN4cUNmS0Y?oc=5,"Tue, 08 Sep 2026 22:36:57 GMT","Casey's Q1 EPS beats at $7.37, revenue $5.68 billion; stock falls scanx.trade"
Chick-fil-a,Rahul Vasaya,Restaurants,Opening,Chick-fil-A eyes first New Smyrna Beach location - The Business Journals,https://news.google.com/rss/articles/CBMipwFBVV95cUxOUHlkazFEZ3Jma1ZNMnpVMWNMUmpCRmVYNUc3V3lkbUltbDcwQ2E4cXk4U3JDRlY3YjM5am1ISER0N0VaVzB4UmhDSlV2d09NeW9QTUw3cTNEMG5sR1lieXJrR1ZEM3BxeDdKaGUxNGNISmhObkdzdGJaTnJFOFJWald1YzZ5MGxOQWhOcWdQN3dkSGZwbUFjdUlZbzFqWnJfNzAzMTNuYw?oc=5,"Mon, 07 Sep 2026 15:00:00 GMT",Chick-fil-A eyes first New Smyrna Beach location The Business Journals
Wawa,Ayushi Chandel,Convenience Stores / Distributors,Closing,Your Morning Ventnor Wawa Run Is Changing - WPG Talk Radio 95.5 FM,https://news.google.com/rss/articles/CBMihwFBVV95cUxQbHFkTWMtLUJZUWtzb1NackJfYWV6cWNUeW1BTGlBalpqXzF1Y2o5c2psWllmY0hxdlVjRERsdUV2UVprZEpaV2R3QTEwXzZkeGhCRDZSOEVwUjR0eWM0WTBiZDhlMlVzYk5hOVNuZENWeUxoNkQ4NTJDamRCdmpSaktJMGtISjg?oc=5,"Mon, 07 Sep 2026 14:38:54 GMT",Your Morning Ventnor Wawa Run Is Changing WPG Talk Radio 95.5 FM
City Market,Ayushi Chandel,Grocery,Closing,He put the tee in Kansas City; now this ambassador of KC pride is closing his City Market outpost - Startland News,https://news.google.com/rss/articles/CBMiywFBVV95cUxNS3JPLXZQYnlfUE9kRFhUVF9UaEN3ZDFfekZrLUtIaGp2cFNRcEVHQzg0SE8tU1RtNDBTRl9pcU9hZTlsSk9Bb09NR3hsVVhXQzFVdG03YVVQd3ZNeWZrZXptSzFEdUZ6TU5jbWVnbEkzdmp6WmJuVkwxckVtU25OdGRmR3NfWnlWcnJfdllWX3FDcktsaXdYMEZYNDZlaHNrZE0wUEN1STBJNTEzS0lQUnNQbENpOWdoUldsRzYxc2J4RGpZWGlPazV2Yw?oc=5,"Tue, 08 Sep 2026 20:43:23 GMT",He put the tee in Kansas City; now this ambassador of KC pride is closing his City Market outpost Startland News
