Store,Analyst,Industry,Type,Title,Link,Published,Summary
Burlington Stores,Parth Chelani,Mass Merchandisers,Opening,National discount retailer to open another Onondaga County location - Syracuse.com,https://news.google.com/rss/articles/CBMitwFBVV95cUxNRUNwVHJGT2dhNHhLVzFGb1JiQTdydUtnV2NiVTEwOUc2LUE0dGFjUmE2MC1Ici1nSFJpNjNfMzFoVmNNaUg3TENzV0RjTlU1N3BLSHIzcW9IU2RxLWNUWU5pZUtBaTZkd2ZaeUJlUTBsRXZWNElybDVJSk5PYVBQSGdvelNqZVlEVDkxdXZuQzBqSGJBZVhxT1N6VWEtbGlaSjBOd1M4Y0dHVWFlRGNONkR5VkJGbVHSAcsBQVVfeXFMTm1PelJkZmhPQkZzal9vNHc4MTZnY1VpNGhMQUFNMXNkM1ZSMVhLYVBHb0g3QzlwSzNPTnQwWUZwaEUwUGtTYlVEcGF0eFpCdmd2UnlNMmFHb3BCY0JoSW85dFZDbm0tLVNKOHNqS0dXUlJIOFB4eGlqWXdGcHM0WXFCdHdoUHpORXg4UDNDZm10dWw4TkRHN0JsZmlGY0VKbXNsN1BidU9Ta3FCVHFwTmdoU1hYQ3phNGM2dlZQRWk1bWdGRFpMNU92aVk?oc=5,"Tue, 21 Jul 2026 16:20:00 GMT",National discount retailer to open another Onondaga County location Syracuse.com
Dollar Tree,Parth Chelani,Mass Merchandisers,Closing,"Discount chain shuts 75 locations, calls its stores ‘substandard’ - thestreet.com",https://news.google.com/rss/articles/CBMilgFBVV95cUxNR3hUMTFndTllY2dWZTVfMTBmVFBnWUxlLTlNOGw5aE9oSmR2b1EwZkdUUGwxWm55RTU0anFTVlRnV0RRT3FYVGdMZ1lFLWxselVNMEp0YnFSbUVKcXpMcmZMeXJyWkxDcXM3VFhwRjEtLW5tQWNUdVVmSmRRbXQtRV9TSnJEWWFINjc0NkJWQ2xpdVctYVE?oc=5,"Wed, 22 Jul 2026 14:31:51 GMT","Discount chain shuts 75 locations, calls its stores ‘substandard’ thestreet.com"
Dollar Tree,Parth Chelani,Mass Merchandisers,Closing,Some Massachusetts Dollar Tree Locations Could Close This Year - 1420 WBSM,https://news.google.com/rss/articles/CBMiakFVX3lxTE04Ym9yTXhkQ0NCVWhDc2tqWFhNYXQ4aXYxR1VGdjMyWjdwc1NRT0k1MjRWdjctZ3pBdzNiQ2ZmaWJJTzhhOHE3TEpxNmlUbFVDalRYUWtxN2E2S21KRDVyYW5aMzhidlRXa1E?oc=5,"Wed, 22 Jul 2026 08:31:40 GMT",Some Massachusetts Dollar Tree Locations Could Close This Year 1420 WBSM
Dollar Tree,Parth Chelani,Mass Merchandisers,Closing,"Dollar Tree is closing stores, joins list of retailers adjusting their physical location footprint in 2026 - Fast Company",https://news.google.com/rss/articles/CBMinAFBVV95cUxORnpGZW1zRmo3ZzNaSVdvNGpGdkMzMUpZMWwyUnZOTk9OSEM0UG11ZkZPSnFNZkZJTHRTemFVTlQwZVd4ZnVGZGFmUVNlSVpSVjR5enNkdlVMQ2RmcDBkV2ZmNElNU3g4ZHJkaHAteFd3X1NCZzBLcnc1Nkxuc3RmTWF5NTVTWnE1NFNuVVBoYnZiMHdWRVNuaFZjQUU?oc=5,"Tue, 21 Jul 2026 12:32:56 GMT","Dollar Tree is closing stores, joins list of retailers adjusting their physical location footprint in 2026 Fast Company"
Family Dollar Stores,Rishi Nagar,Mass Merchandisers,Closing,Dollar Tree Announces New Change at 630 Stores Throughout the U.S. – And Closes 75 - Men's Journal,https://news.google.com/rss/articles/CBMibEFVX3lxTE92NXRDTlBFaUhYMkZFcHpOakctRnpwbEJaZE1QSzVhM3lFUlBmdzdKN042OTF3QmxzdDltRzZlQ21VbGZqNVJhbnd6OHlUOGdBMVFvSU1NMkxvd0tFRHoyeXRaa28tTGdaZzhudA?oc=5,"Tue, 21 Jul 2026 03:54:00 GMT",Dollar Tree Announces New Change at 630 Stores Throughout the U.S. – And Closes 75 Men's Journal
Nordstrom,Rishi Nagar,Department Stores,Opening,Nordstrom Rack plans to open four massive stores in same state by October - the-sun.com,https://news.google.com/rss/articles/CBMimAFBVV95cUxQMEEtSGg0ZjBpbEhtSlFpbXJQY1dQYzdGVUdSa2dQZ0lEbG43LXEydU40X1dsSG41TURKbUVsOGszbnA4LXN4QVRjOXVRUXR4dDNQRFFjRHNSWVV5SlJXVkF2VGpMaHRpSGhNM0tvZG44dndFaDkwUnVnNjR0T0RXMGF6UGtWeHBieGFCMmRuWnZsWEhLSDEtTQ?oc=5,"Tue, 21 Jul 2026 14:22:06 GMT",Nordstrom Rack plans to open four massive stores in same state by October the-sun.com
Meijer,Bhavesh Phulwani,Mass Merchandisers,Closing,"Fruit puree pouches sold at Kroger, Meijer and Target recalled over soft plastic inside - WLKY",https://news.google.com/rss/articles/CBMilgFBVV95cUxQcUhhTkJLVElxbE1tcFczd3hHUnRxX18zNFI1NG1NTTJOdUNhakJqYndMOVFxOU16SEZUb1ZBb1d4VmQ0aXVHaEQzYzlTelFFa05nRDc0YzBOLXVBVVRER2tqZVl0WnJwODF3U0lIeUo4emc0cWg2ejdtcktkdHhRbHQydTA2OVZHLUVZSG5LdXVnazlyTHc?oc=5,"Tue, 21 Jul 2026 22:56:00 GMT","Fruit puree pouches sold at Kroger, Meijer and Target recalled over soft plastic inside WLKY"
O'Reilly Auto Parts,Bhavesh Phulwani,Mass Merchandisers,Opening,O'Reilly Auto Parts to open in former David's Bridal space - Northeast Mississippi Daily Journal,https://news.google.com/rss/articles/CBMi3gFBVV95cUxQTUxSR0RSUTZnZzNGSjg1MDlDdDUwMUlUY3FxdUhPdnl0NTdwdllqNG9JWmhjTGoyVFM3WFFZUDNzYV9MRnpzY0JaQnN4TXNqamNsU2tzYVdYZmEyWF95aXVRYS1vdkhzMXNtQ2l5c0Z3T2drTUJVdFZNcFU2Y2c0cTJxRXcycHdUcEtDYkZrUkNKaFluREdOaDNncE5rQUQ5bThTSFhpWS1XTDBlU2I2dmNidU1XeWNHYjFSallSVDk4ZDN4Ym50RTd1QXRsRWhMVElOUHQ2dFlXUEhmenc?oc=5,"Tue, 21 Jul 2026 19:53:00 GMT",O'Reilly Auto Parts to open in former David's Bridal space Northeast Mississippi Daily Journal
Seafood City,Bhavesh Phulwani,Grocery,Opening,"Seafood City debuts first Arizona store with live seafood wall, 300-seat food hall - The Business Journals",https://news.google.com/rss/articles/CBMiqwFBVV95cUxPM3JQVkJoeXZsYS16WlhTQWpVUENIektWNE84eHRWNmVfQldzZFJUOGtWbjRESzhPQ002NE5Ub0FDTHBMdi01c1dKR2RnOEZTaUNqU2lEeFJibnZDdEU5Y3lEaVVMdWtrMnBYZDJxR0JaSGRwUkdPclZyam02aHZSMUE1Ml84djlzN3pDYjBsT3g2V2ppazJZLVRyR2hSbWpfVEdab1Zkc1BnUW8?oc=5,"Wed, 22 Jul 2026 21:22:00 GMT","Seafood City debuts first Arizona store with live seafood wall, 300-seat food hall The Business Journals"
Seafood City,Bhavesh Phulwani,Grocery,Opening,Take exclusive look inside Seafood City's 1st AZ store in Chandler - azcentral.com and The Arizona Republic,https://news.google.com/rss/articles/CBMirgFBVV95cUxOX2ZCLXJKeXBPcG9Lb1VmQzJDMkUwbERPWXVBOEpfQWYwQURFVlBrVnI0U1dheE41ckFaTWlmMTBKVUNodzA4SFF4VUplUmEyV2FwbnpLcFQzNGNVVnpwcm1jenpfNXZzWm5DNmZHWWJBQTN2STVJRXBOdXdjUi1uY0JMR0JIZHZtMHo5ZDEwdHhyWjNqZUZ4N2F3U0ZQYVlMbjdnakEzZFk3dzhqMFE?oc=5,"Tue, 21 Jul 2026 17:04:00 GMT",Take exclusive look inside Seafood City's 1st AZ store in Chandler azcentral.com and The Arizona Republic
REI,Dhiraj Manghani,Mass Merchandisers,Closing,A Major Outdoor Retailer Is Closing Its Boston Store After 23 Years - WhatNow,https://news.google.com/rss/articles/CBMipAFBVV95cUxPY185cDRBRV85TU1hSmtfWWpvb01MSndEUXJjOF92S3A5ZVB6S25UTVRzN29maEh1UUcxVTNvcTFyZnBDRkFDaUhDN196VU1RLW85ekZoSVNCM3B2cmlzOHFOT0hWSHFEUEVabGtXUEZVSGxlakRtaWZoamlrb0R6ZEpqcng0amlia2Y3dFpwT1pJMHU4NHdqLWV5TlFxRC1ZWjZpdg?oc=5,"Wed, 22 Jul 2026 12:41:44 GMT",A Major Outdoor Retailer Is Closing Its Boston Store After 23 Years WhatNow
REI,Dhiraj Manghani,Mass Merchandisers,Closing,REI To Shutter Boston Landmark Center Store Amid Nationwide Closures - Boston's ROCK 92.9,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOdkxNcno3N0pucDZKNVA4WjVJck1EVUs5blNHQnJka3dsbU8wOVBzME8wLUtfNHlIRjlnSnIzQjVETTZodEJtSHUwMFl4ZTE5WTU2QWloeHpKcU5TUVVtbWtWTFpKc2Q2WGVLLXZ6eFd6bkNRVFpDZ1lFNkJNSFdqWWRyc1NOQzJRdmpCOEQ0aDNORG1ZZjdaWGRPQ3UzVG1EUUJ0djZNbnI?oc=5,"Wed, 22 Jul 2026 11:24:00 GMT",REI To Shutter Boston Landmark Center Store Amid Nationwide Closures Boston's ROCK 92.9
REI,Dhiraj Manghani,Mass Merchandisers,Closing,REI shutters flagship store in New York City - Mass Market Retailers,https://news.google.com/rss/articles/CBMigwFBVV95cUxNekN1TzRweHUxcVN4TnY0bDc2S0I5aGNCT05oRTlib2t1Qm9xNUx6aVlpekZ2cG1DLXh1emtnZEw3LVNubVVUMXBFUmZlUk5XLWttaTF5eWwzZERHdmNJQ3hBZTdlOE9wcUY2em5zRFBtMUlLTzF1emllenlFNXdRUDg2SQ?oc=5,"Tue, 21 Jul 2026 16:18:50 GMT",REI shutters flagship store in New York City Mass Market Retailers
REI,Dhiraj Manghani,Mass Merchandisers,Closing,REI Co-op sets date to permanently close Boston location - WCVB,https://news.google.com/rss/articles/CBMibEFVX3lxTE0tNzdpMEM4NXp3VGpxakVQZFRlX2N2aTJzdWJsWFlDVmctYXR4di1aMG9pQ19RSWRienZqQ0U3RXprVWZjWXNnSFpBTklxMG8zRXdqN3NLa2xzeUllVE85YnRCMmdMeFVFbDI5bg?oc=5,"Tue, 21 Jul 2026 11:51:00 GMT",REI Co-op sets date to permanently close Boston location WCVB
Staples,Dhiraj Manghani,Mass Merchandisers,Closing,The slow disappearance of Staples: 2 more stores go dark this August - PennLive.com,https://news.google.com/rss/articles/CBMiuAFBVV95cUxOdHdDVndZWDlIUDRGa19ZMXM1QUxKZlJGOEpnVzlRcHFRQVNOWk1HcEJGMlVlcTQxYXlWTko4eUcxMmFuZWpGejNIWkxqSldyd01ZZkVnc1BtaDFmdEJPX21iZ041SkIzallVUGhpdWxKWklwX2gzM3pUdFFrTmt0MnI0WlVnbHZOSlVkWGpfeXhvcWo4UVlaWm5vSmRHMXpvMjhVR3BNYjNTcTZIMzJ3bWFoeW0zQlda?oc=5,"Wed, 22 Jul 2026 15:05:00 GMT",The slow disappearance of Staples: 2 more stores go dark this August PennLive.com
T.J. Maxx,Dhiraj Manghani,Mass Merchandisers,Opening,Outdoor retailer sets opening date for Beavercreek store - Yahoo,https://news.google.com/rss/articles/CBMikgFBVV95cUxOX1UtaFFQQWQ2WHZaWTFMbmM1Wm9pZ3RQYzNfczR0d3BzVGpYaU1oVHhQNU5RbDg5SzFLTXBfMmpXcXBEVG1sSU51STFYNjItRWNrMVZ5d29PbUxBcFZGMVY4dUZpQXBxUU1tVHIxSklDeGVJV2t2bnRhcVcwWjczSHRHOF9NSG12c0w0eW9KYkxNUQ?oc=5,"Wed, 22 Jul 2026 19:08:02 GMT",Outdoor retailer sets opening date for Beavercreek store Yahoo
CVS,Dhiraj Manghani,Drug Retailers,Opening,CVS Mobile Pharmacy Now Open In Pawling After July 4th Fire - NewsBreak: Local News & Alerts,https://news.google.com/rss/articles/CBMitgFBVV95cUxQMGVtcVBFNFJiMzU3NGVQNGdENWxTa3Rsd3hHRWxjbGFmM3JRWElHMHFERWE4VTQ1Mi00MkVwVS1KX1YxRVQ2alNqNHp3dENHUFJtR2xpLWZmY0V1Ql9ZVTQ3eFBEaFFoMV9Id2JmNnU0LUotRHRDbTl4UC1tTzFmS3U2UUg4QWVmTmFEREJTcUVUeWs5VllxTmNtcG50RnNTSEhJaUh1czc3eTR6M3ZFalk1T1A3Zw?oc=5,"Wed, 22 Jul 2026 11:47:51 GMT",CVS Mobile Pharmacy Now Open In Pawling After July 4th Fire NewsBreak: Local News & Alerts
Domino's Pizza,Dhiraj Manghani,Restaurants,Closing,Domino’s Pizza franchisee files for bankruptcy amid wave of pizza chain closures - MSN,https://news.google.com/rss/articles/CBMiyAFBVV95cUxNS1hHd1lFQ3V1NzRXUkNMcTRSeE53ai1nSnFjalRhODEzcm9sQXR0QzV0LVRIQl8xMmZINXhkRWw1U1ppdzh5NUdNTTgwNHFxVnR2aUQtVG1MT2l1Tm5lRVcxeVJJcDdCNG5qYkNmTnZ2Wi1WajVHQnVGVktnNXExVU5kZmd6OS1nU3FPa2JSTXBZSnZzZ2h0YlAzVXpHMnZWcHhoRy1vWS1ZUGlOTVRxVjNBUXdMcFFubnNIUHlkSG5Jb1otaWt4TA?oc=5,"Wed, 22 Jul 2026 00:02:55 GMT",Domino’s Pizza franchisee files for bankruptcy amid wave of pizza chain closures MSN
Ross Stores,Rahul Vasaya,Mass Merchandisers,Opening,Ross Stores (ROST) Shares Sit 216% Above Fair Value Following 47 New Store Openings - simplywall.st,https://news.google.com/rss/articles/CBMixwFBVV95cUxQRGxIamRuY29oUk9KdjZISzNIRGswdkowa0NXZk8wekl0dXB5OUlxVlRjamg0eHB6WTlPcG43anNzTXZPMFhiUWlYU3Q4a3BaVDU3Wi0tSDZESGVKbUlneEFaTTB3Y2g2SkowRnRqSDFQZ0ZCUG9nREpvN2xxX2c5ajZOMjVNcUw1NW0zU19BcXNrODUwN1lHYzRmSklFdm5lVF9uLUQ5Wjk4djRjaElNeFB1SjBHTWYySW9rTThtX3RVLVZLTHVR0gHMAUFVX3lxTFBpN2pGdXdSMGU1X0dBTmhVWlJGbzBQQXJ0ajAtVDcxTjdpZmZUbFc1T05DMlNxandISlJheUoxMThKT0ZHdUd5ZFZiZHp6NnY5cGJwZk0yRG54VV9IWjlrZjFFYm54VC13X0l6NlgySGY4ZGNTd0ZxcktCeENsMEFhNERpNHUtaEUwZ1R6UThvci1EM1pZeThMQkk5ZWxvNFlpYllTcFo1NnJicW1zZHNFRlpRck5rVDJMTXlqQ3VtcHRJVndBX3FuckpIbQ?oc=5,"Wed, 22 Jul 2026 08:41:51 GMT",Ross Stores (ROST) Shares Sit 216% Above Fair Value Following 47 New Store Openings simplywall.st
Ross Stores,Rahul Vasaya,Mass Merchandisers,Opening,Ross Stores Opened 47 New Stores in June and July - Retail TouchPoints,https://news.google.com/rss/articles/CBMinAFBVV95cUxPQlNtVGVzYXJia0xHRlZMTmRzSl9QZlZwMjJjdXpISzZkUkplZVJCTjZLQS1EUE9RU0xsR2dsZF8wYV9GTklXV2tsTHJXVTBIdThJUm0zQjhickNWaVV4UlRta3E2T0xzbnZMVHU4bnNTZXZUOG5wWkhyLTlQek52ampnODVIWVZZenJWX1JjUHNHV2htN1hvczNsVXI?oc=5,"Tue, 21 Jul 2026 13:59:18 GMT",Ross Stores Opened 47 New Stores in June and July Retail TouchPoints
Walmart,Rahul Vasaya,Mass Merchandisers,Opening,Kroger beats Walmart and Aldi in new store-brand price comparison - Audacy,https://news.google.com/rss/articles/CBMipwFBVV95cUxPVmc0OFAxWllsUWZLVGxfUUtPLWRuLUQ2d29KYXc2bVpQYVNBeWxnTW5XVWZ1ZjdMNTJNX0hJRENCMHFXOHRPSHlFbDdyNXYzN3hqZ3lVMWt5UVNKSmc1ckV5eFczVGdERUlRYjNhV2JQa3d5QVNHOXdEZktSQXkwcVVFRmRSYlRucFYtcVR1RmdUX2JTRGNxM1ktTGFlaDd5aFYxYlQwRQ?oc=5,"Wed, 22 Jul 2026 10:20:43 GMT",Kroger beats Walmart and Aldi in new store-brand price comparison Audacy
