Store,Analyst,Industry,Type,Title,Link,Published,Summary
Barnes and Noble,Ashwin Nair,Mass Merchandisers,Opening,"Barnes & Noble plans massive expansion: Here’s list of new locations, including one in NYC - SILive.com",https://news.google.com/rss/articles/CBMiygFBVV95cUxQLXdCdUVxTGNlbU5IR2l2VHhVY1lTaWhmcDJqZ3l1Um40VlozblBzdkZOcW95RDNqM20xTDdzeWExSG5ibFhpdGVqd3ZPMEZva0FRMzNQSzdGOGx4V042ZEJCam14U2NmQzQtMkZVTVVKODJXQTFHTnVLTS1nRDc1cWh1cFhLcVBOTGp5WUZsNHlUb3Q0d2E1eDFHb2t3cXlrcXRVWnBnUU9UT3drOU90VXNWNzhHU0JaRHFJN2E0SXFjTU1RTDdtUDB3?oc=5,"Fri, 26 Jun 2026 14:14:00 GMT","Barnes & Noble plans massive expansion: Here’s list of new locations, including one in NYC SILive.com"
Burlington Stores,Ashwin Nair,Mass Merchandisers,Opening,"Burlington Stores opens largest, most advanced distribution center in Ellabell, Georgia - Grice Connect",https://news.google.com/rss/articles/CBMi1AFBVV95cUxPRkhELWE0UkNjX285WllhRzdRZ1ZaQkJzR0hkcnJmb09MMmRRYzJNOTRrMHVOTW44eTFKdmxha3Vvdll2NUhDWm1IdDZiU3VUSWNxRkZVNW8wYW9vai1ReGJ0TzVuNFlSX0FHeGhJM2xXM1pWZUo2VldRZXV3eTc3amRHNDIyZ1RvbDUtZXh4dUVkWTdfd3l6LXluU2lPbmthemZJLUdaUHF1dG9UbjlFblRlR2phV3hwb2FtTEpmOUJ6ZWl1UDFzc2FIQ1V0WUpVdWJMONIB1AFBVV95cUxPRkhELWE0UkNjX285WllhRzdRZ1ZaQkJzR0hkcnJmb09MMmRRYzJNOTRrMHVOTW44eTFKdmxha3Vvdll2NUhDWm1IdDZiU3VUSWNxRkZVNW8wYW9vai1ReGJ0TzVuNFlSX0FHeGhJM2xXM1pWZUo2VldRZXV3eTc3amRHNDIyZ1RvbDUtZXh4dUVkWTdfd3l6LXluU2lPbmthemZJLUdaUHF1dG9UbjlFblRlR2phV3hwb2FtTEpmOUJ6ZWl1UDFzc2FIQ1V0WUpVdWJMOA?oc=5,"Sat, 27 Jun 2026 12:00:00 GMT","Burlington Stores opens largest, most advanced distribution center in Ellabell, Georgia Grice Connect"
dd's DISCOUNTS,Ashwin Nair,Mass Merchandisers,Opening,This booming Texas retail hub keeps landing major new stores - MySA,https://news.google.com/rss/articles/CBMikAFBVV95cUxQRUlNa3NMblBkYTRNSXd3azhZZmtFQktPUm9FRWxIV3M1aVVlVmN2N1hmLTBvX2lELUF6MlhVSk54WlZJTGwtY1RYWWtxMVZITkxQQV84RG5IVURyMHpDNmhGLWFMSEVONGtaZURlS3c2SHp1MDRWeEx1eENiaDdsWDViUmpuQ2IwZk95RmVORm4?oc=5,"Fri, 26 Jun 2026 09:38:46 GMT",This booming Texas retail hub keeps landing major new stores MySA
dd's DISCOUNTS,Ashwin Nair,Mass Merchandisers,Opening,dd’s Discounts Is Bringing New Store to North Austin - WhatNow,https://news.google.com/rss/articles/CBMijwFBVV95cUxOalFvaGJZMEFibElsYTdacGItNnVvMXlxM3dIcnBsbFk3QVdUZnlQb3B3MHZUYnVGWktRX2xVN3A2NzFpOVA3S21hRmtPZXZxalc1ajVKQ2ZxTmJWd2JJb2N5TmxfVVRxWlpKVHBnUnVJWWM2ZHcwSWlDRUZSa21PZGFRd3JvTmpKZ0Viekg3VQ?oc=5,"Fri, 26 Jun 2026 00:45:35 GMT",dd’s Discounts Is Bringing New Store to North Austin WhatNow
Autozone,Komal Agrawal,Mass Merchandisers,Closing,"AutoZone lifts buyback authorization again, shares extend S&P 500 retail run - Ad-hoc-news.de",https://news.google.com/rss/articles/CBMixgFBVV95cUxNN01vNG1ISFR3M25FbW0zSnFiZEFKVnRnMnVuakpkbWJBY25LVXQ1ZmhrdWM0N3F1XzRNZTZTTmtXanhnQXFJdjNqaWoxXzVEdEJRa0VRTmctMGt0bjJlWWJnT3U1Q0pXTFZfaEtDQjZvb1Jyd0VmMzFNdEZkVWVNQms3cjFPX1V1YVR1RVEzVjkySS1fcE9xVmdMa3RqNk56c2hjSVVwUURKZ0o5SDlveFlhczNERWNPYWYwUDdPVlhtN1hvQ2c?oc=5,"Sat, 27 Jun 2026 10:50:13 GMT","AutoZone lifts buyback authorization again, shares extend S&P 500 retail run Ad-hoc-news.de"
Harveys Supermarket,Komal Agrawal,Grocery,Closing,102-year-old supermarket chain quietly shut down - thestreet.com,https://news.google.com/rss/articles/CBMingFBVV95cUxNblEzUFllcUVteTI1M3U3UGlJTVRIWFU4WWVOemRxX3RQMzhaalVoSTlJU0dCWFh0Mm1KcDFibEE5clZhRlgzVXEwZ09MTmZIVmVzWlc1UThlMTVXSFVyeUxtampkWW4wY04wTUxtc0pUVkZ6RlR5c2tRVjRmaWh4aUpqNTZmNklRdmxqLWlxRHFLcFFDMzNmMG16cWNNQQ?oc=5,"Sat, 27 Jun 2026 19:07:54 GMT",102-year-old supermarket chain quietly shut down thestreet.com
O'Reilly Auto Parts,Bhavesh Phulwani,Mass Merchandisers,Opening,"With new cars averaging $50k, Connecticut sees spike in auto parts stores - CT Insider",https://news.google.com/rss/articles/CBMijAFBVV95cUxOck56Rnc2OVQzY1M1TldSd1hwYzRUWHhhWmZIdmRmM2ppbmJwTHZxbVB4THF5SWQydXZfLW9GSXR1UDQ2VzJYTGRMcUJxRGRTMGRYU3MwblpQUEYyVkQ5Q3FnQTJOc1pZWnRGYjJid1hpLTB5Nm9PcDJDMDBHVllOalFHSGRHS3BEYWFCMQ?oc=5,"Sat, 27 Jun 2026 09:04:04 GMT","With new cars averaging $50k, Connecticut sees spike in auto parts stores CT Insider"
Ross Stores,Rahul Vasaya,Mass Merchandisers,Closing,Why are Off-Price Retailers Like Ross Stores Thriving in Today's Economy - Kavout | AI,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOUWhuNk1CRFN0Vk9HYk5PQm9jM19sTWZEU1Z1Qk9ZNFpSUkJDU0ctTVJveTJCYldRNEhta2pIemlrRjRkalRvaWdqSjRLY1VuYlN5aDdrbS1LUWxtbmVGRmZYM0FZQWRqSEZvQldlWWttNWExQzdOcDlvQ20zTWx4VjZnQ2tybjUzZXdEY3ByUGdtMG1fV2dFYjFmaEVZaVhUdlZRYnJVNFd3UjA?oc=5,"Fri, 26 Jun 2026 00:04:57 GMT",Why are Off-Price Retailers Like Ross Stores Thriving in Today's Economy Kavout | AI
Casey's General Stores,Rahul Vasaya,Convenience Stores / Distributors,Opening,Casey's Growing Into New Markets With 400-Store Expansion - Bisnow,https://news.google.com/rss/articles/CBMipwFBVV95cUxOSXU3dFowdDl4Y2cxcmxSenVqSVRiTUtNMmFYYlF2Yzg3U0lONEtpRkRVR0FSMVhNd3Z5OGQyNzNMRUJseGxEOTNYdVU5cy1yZ2JuSkRzOGVTZXoxbnlsb1J6dXEzdVdndzlvZ21wQ1YwRmdRRWo0RTc3UzNGN1RYZGtDTXhuc0VzdnJOWnQzb2E5eF9sRDA4bjFSSkRmd3Zmd21lZkZFSQ?oc=5,"Fri, 26 Jun 2026 16:24:36 GMT",Casey's Growing Into New Markets With 400-Store Expansion Bisnow
The Container Store,Dhiraj Manghani,Mass Merchandisers,Opening,Home Goods Retailer Expands + Trader Joes Announces New Store: MA Business Week - Patch,https://news.google.com/rss/articles/CBMiugFBVV95cUxPV0MzcDJveHlabHd2eW10VTdvVVRGZk03d0EwbWI2cURrZkNQNWUydkFTUW1EWmM2NDV0eTFRd0treW80cGhvLXRXZXFRN29YOUhzQzdUdHlrWHY1RUNCTkRKX2U3UDJuazc5MmFUQ19QNlhTbEJCN1BWUVNDNU4tSTN6QkhlZ2hvYlVDaGtEeWd0R1h2NnJaYVNoQXktTmd2OUhqVTU1VGZMTHhVVzFjc2tacE1POURyb3fSAcsBQVVfeXFMT3c4NlhzczF4VFNaaENNM2JWSFE1Q0RSLWlrbnR0VnJhaVgySVFQdU1fN0VraHVBU0hReUFTQkZVbElBdGFCbG9EUVFZRWZPZkd1b2ZJOXUyalo3dmV5N1ZRN3VpaFZRQjRPWGJFMnFZWWZTOUJpYTZZdjlGMFFxLWpsT3lwRUdWaEMtZ0pwemg2TGU5LW0zbGxEaWN5RVE4eExYMUdENFdFYmd3M0w2UENObTE0bWxNOGU1OFp5a0RaMHNSQ0VhM1dwNU0?oc=5,"Fri, 26 Jun 2026 13:34:54 GMT",Home Goods Retailer Expands + Trader Joes Announces New Store: MA Business Week Patch
