state,company,city,notice_date,layoff_date,employees_affected,closure_type,notes,State,Number of Workers,WARN Received Date,Closure/Layoff,Temporary/Permanent,Union,Notes
Louisiana,New Orleans Air Ventures II,Kenner,,10/28/2019,,,Retail,Louisiana,121,08/29/2019,,,,
Louisiana,Aramark Services - Ochsner LSU Health,"Shreveport, Monroe",,10/31/2019,,,Facilities Support Services,Louisiana,257,08/26/2019,,,,
Louisiana,Epic Companies,Houma,,11/21/2019,,,Oil & Gas Support,Louisiana,16,08/22/2019,,,,
Louisiana,Epic Companies,Belle Chase,,11/21/2019,,,Oil & Gas Support,Louisiana,3,08/22/2019,,,,
Louisiana,MidSouth Bank,Lafayette,,09/20/2019,,,Banking,Louisiana,90,08/02/2019,,,,
Louisiana,CenturyLink,Shreveport,,10/18/2019,,,Telecommunications,Louisiana,54,07/11/2019,,,,
Louisiana,Aramark Campus Services - Grambling State University,Grambling,,06/30/2019,,,Food Services,Louisiana,135,05/28/2019,,,,
Louisiana,Aptim Maintenance,Westlake,,05/23/2019,,,Construction,Louisiana,344,05/24/2019,,,,
Louisiana,Compass Health dba Pathways,"Pineville, Lake Charles",,06/30/2019,,,Healthcare,Louisiana,121,05/02/2019,,,,
Louisiana,Advance Local Media,Metairie,,07/02/2019,,,Newspaper,Louisiana,161,05/02/2019,,,,
Louisiana,WestRock,Monroe,,06/24/2019,,,Manufacturing,Louisiana,83,04/23/2019,,,,
Louisiana,Aramark Educational Services - UNO,New Orleans,,06/30/2019,,,Food Services,Louisiana,124,04/11/2019,,,,
Louisiana,Entergy LA Station,Baton Rouge,,05/31/2019,,,Utilities,Louisiana,66,03/29/2019,,,,
Louisiana,National General Management Corp,Baton Rouge,,05/28/2019,,,Insurance,Louisiana,127,03/29/2019,,,,
Louisiana,New Orleans Air Ventures II,Kenner,,05/14/2019,,,Retail,Louisiana,130,03/11/2019,,,,
Louisiana,Wal-Mart Store #534,Lafayette,,05/10/2019,,,Retail,Louisiana,291,02/27/2019,,,,
Louisiana,Thompson Pipe Group - Flowtite,Zachary,,03/31/2019,,,Manufacturing,Louisiana,115,01/28/2019,,,,
Louisiana,Dolet Hills Lignite Co.,Pelican,,03/31/2019,,,Mining,Louisiana,85,01/21/2019,,,,
Louisiana,Georgia Pacific,Zachary,,03/12/2019,,,Paper Mill,Louisiana,603,01/10/2019,,,,
Louisiana,Sears Roebuck and Co,Metairie,,03/24/2019,,,Retail,Louisiana,68,01/03/2019,,,,
Louisiana,Saint-Gobain CertainTeed,Westlake,,03/02/2019,,,Manufacturing,Louisiana,50,01/03/2019,,,,
Louisiana,Raytheon Company,Leesville,,12/31/2018,,,Specialized Training,Louisiana,60,10/19/2018,,,,
Louisiana,K Mart Store #07223,Metairie,,12/31/2018,,,Retail,Louisiana,68,10/15/2018,,,,
Louisiana,State Farm Insurance,Baton Rouge,,11/30/2018,,,Insurance,Louisiana,47,08/27/2018,,,,
Louisiana,FTS International,Shreveport,,08/08/2018,,,Oil & Gas,Louisiana,192,08/08/2018,,,,
Louisiana,Community Development Institute - Head Start,Opelousas,,08/31/2018,,,Child Care,Louisiana,187,06/20/2018,,,,
Louisiana,CB&I Paint Dep't Shintech Project,Plaquemine,,06/08/2018,,,Construction,Louisiana,222,06/19/2018,,,,
Louisiana,CB&I Civil and Dirt Dep't Shintech Project,Plaquemine,,06/14/2018,,,Construction,Louisiana,148,06/19/2018,,,,
Louisiana,ReNEW Cultural Arts Academy,New Orleans,,07/01/2018,,,Education,Louisiana,60,06/18/2018,,,,
Louisiana,ReNEW McDonough City Park Academy #28,New Orleans,,07/01/2018,,,Education,Louisiana,60,06/18/2018,,,,
Louisiana,Ardagh Glass Inc.,Simsboro,,07/23/2018,,,Manufacturing,Louisiana,227,05/23/2018,,,,
Louisiana,Sodexo,Marrero,,05/25/2018,,,Business Support Services,Louisiana,169,03/22/2018,,,,
Louisiana,"ABM Aviation, Inc.",Kenner,,03/31/2018,,,Facilities Support Services,Louisiana,88,02/26/2018,,,,
Louisiana,Schenker Inc.,Pineville,,04/29/2018,,,Transportation & Warehousing,Louisiana,96,02/23/2018,,,,
Louisiana,Sam's Club #8204,Baton Rouge,,03/16/2018,,,Retail,Louisiana,176,01/11/2018,,,,
Louisiana,PAM Specialty Hospital,Lafayette,,03/08/2018,,,Healthcare,Louisiana,85,01/05/2018,,,,
Louisiana,Crescent Bank & Trust,Baton Rouge,,03/16/2018,,,Banking,Louisiana,94,01/04/2018,,,,
Louisiana,CB&I,Walker,,02/19/2018,,,Manufacturing,Louisiana,163,12/21/2017,,,,
Louisiana,Aptim Services LLC (Entergy Operations-Riverbend Station),St. Francisville,,01/12/2018,,,Support Services,Louisiana,123,12/20/2017,,,,
Louisiana,Aptim Services LLC (Entergy Operations-Waterford 3),Killona,,01/12/2018,,,Support Services,Louisiana,112,12/20/2017,,,,
Louisiana,Mondi Bags LLC,Arcadia,,12/29/2017,,,Manufacturing,Louisiana,69,10/18/2017,,,,
Louisiana,Albertson's #4220,Bossier City,,09/09/2017,,,Grocery,Louisiana,76,07/27/2017,,,,
Louisiana,Albertson's #4038,Denham Springs,,09/09/2017,,,Grocery,Louisiana,81,07/27/2017,,,,
Louisiana,CB&I,Delacambre,,10/15/2017,,,Construction,Louisiana,90,07/21/2017,,,,
Louisiana,Aviation Exteriors Louisiana,New Iberia,,06/28/2017,,,Air Transportation,Louisiana,44,06/27/2017,,,,
Louisiana,ExpressJet Airlines,Shreveport,,08/23/2017,,,Air Transportation,Louisiana,53,06/23/2017,,,,
Louisiana,Sears - Acadiana Mall,Lafayette,,09/17/2017,,,Retail,Louisiana,72,06/22/2017,,,,
Louisiana,Sears Auto Center,Lafayette,,09/17/2017,,,Auto Repair,Louisiana,10,06/22/2017,,,,
Louisiana,"The Geo Group, Inc.",Kinder,,08/20/2017,,,Corrections,Louisiana,200,06/21/2017,,,,
Louisiana,Rowan Companies,"Houston, TX",,08/21/2017,,,Oil & Gas,Louisiana,200,06/20/2017,,,,
Louisiana,J.C. Penney,Baton Rouge,,07/31/2017,,,Retail,Louisiana,78,05/24/2017,,,,
Louisiana,Kellogg Distribution Ctr.,Gonzales,,07/08/2017,,,Merchant Wholesale,Louisiana,206,05/04/2017,,,,
Louisiana,"ABB, Inc.",Baton Rouge,,06/06/2017,,,Manufacturing,Louisiana,59,04/06/2017,,,,
Louisiana,Dollar Express #3324,New Orleans,,06/30/2017,,,Retail,Louisiana,14,04/05/2017,,,,
Louisiana,Dollar Express #5489,Baton Rouge,,06/30/2017,,,Retail,Louisiana,9,04/05/2017,,,,
Louisiana,Dollar Express #8237,Lafayette,,06/30/2017,,,Retail,Louisiana,10,04/05/2017,,,,
Louisiana,LifeCare Specialty Hospital of North L.A.,Ruston,,04/05/2017,,,Healthcare,Louisiana,167,04/03/2017,,,,
Louisiana,Blue Cliff College,Shreveport,,02/01/2017,,,Education,Louisiana,40,02/02/2017,,,,
Louisiana,Freeport McMoran Oil & Gas (GoM Operations),Lafayette,,03/31/2017,,,Oil & Gas,Louisiana,17,02/01/2017,,,,
Louisiana,Macy's Espianade Mall,Kenner,,03/20/2017,,,Retail,Louisiana,116,01/05/2017,,,,
Louisiana,Freeport-McMoran Oil & Gas,Lafayette,,02/28/2017,,,Oilfield,Louisiana,16,12/30/2016,,,,
Louisiana,"ARKLATEX Energy Services, LLC",Shreveport,,12/20/2016,,,Oilfield,Louisiana,78,12/23/2016,,,,
Louisiana,"Deep Cor Marine, Inc.",Broussard,,01/03/2017,,,Oilfield,Louisiana,116,12/22/2016,,,,
Louisiana,Union Tank Car Co,Alexandria,,02/03/2017,,,Manufacturing,Louisiana,105,12/02/2016,,,,
Louisiana,Martin Mills,Vidalia,,03/31/2017,,,Warehousing/Distribution,Louisiana,100,11/30/2016,,,,
Louisiana,Housing Authority of New Orleans,New Orleans,,01/31/2017,,,Government,Louisiana,22,11/30/2016,,,,
Louisiana,"ExpressJet Airlines, Inc. (Aircraft Hanger)",Shreveport,,02/01/2017,,,Air Transportation,Louisiana,269,11/30/2016,,,,
Louisiana,"ExpressJet Airlines, Inc. (Aircraft Hanger)",Shreveport,,09/01/2017,,,AIr Transportation,Louisiana,17,11/30/2016,,,,
Louisiana,Rowan Companies (Offshore Rig),"Houston, TX",,01/14/2017,,,Oilfield,Louisiana,110,11/14/2016,,,,
Louisiana,Brand Direct Health LLC,Mandeville,,01/06/2017,,,Pharmacy,Louisiana,71,11/07/2016,,,,
Louisiana,Ryder Integrated Logistics,"Erlanger, KY",,12/16/2016,,,Trucking,Louisiana,1,11/04/2016,,,,
Louisiana,Stupp Corporation,Baton Rouge,,12/19/2016,,,Oilfield/Manufacturing,Louisiana,193,10/21/2016,,,,
Louisiana,"Aramark Healthcare Services, LLC Lafayette General Medical Center - EVS",Lafayette,,12/12/2016,,,Janitorial Services,Louisiana,243,10/11/2016,,,,
Louisiana,ATCO Structures & Logistics,Sulphur,,09/19/2016,,,Pre-fabricated Buildings,Louisiana,3,09/16/2016,,,,
Louisiana,Freeport-McMoran Oil & Gas,New Orleans,,11/12/2016,,,Oilfield,Louisiana,33,09/13/2016,,,,
Louisiana,Proactive Technologies,Barksdale,,10/31/2016,,,Educational Support Services,Louisiana,51,09/07/2016,,,,
Louisiana,Trinity Marine Products,Brusley,,10/31/2016,,,Shipbuilding and Repair,Louisiana,288,08/31/2016,,,,
Louisiana,Chevron Gulf of Mexico,Covington,,04/07/2016,,,Oilfield,Louisiana,465,08/30/2016,,,,
Louisiana,Bradken Inc.,Amite,,10/26/2016,,,Manufacturing,Louisiana,65,08/23/2016,,,,
Louisiana,Louis Dreyfus Company,Gramercy,,09/30/2016,,,Farm Product Warehousing/Distribution,Louisiana,49,08/01/2016,,,,
Louisiana,Gulf Island LLC,Houma,,08/30/2016,,,Oilfield/Manufacturing,Louisiana,219,07/01/2016,,,,
Louisiana,GE Oil & Gas,Pineville,,09/02/2016,,,Manufacturing,Louisiana,269,07/01/2016,,,,
Louisiana,Blue Sky Innovations,Lafayette,,07/30/2016,,,Aviation (Oil & Gas Support Services),Louisiana,58,06/30/2016,,,,
Louisiana,AAR Aircraft Maintenance,Lake Charles,,07/30/2016,,,Aviation,Louisiana,140,06/01/2016,,,,
Louisiana,Danos & Curole Marine Contractors,Morgan City,,07/13/2016,,,Oilfield,Louisiana,80,05/12/2016,,,,
Louisiana,Hexion,Norco,,07/01/2016,,,Manufacturing,Louisiana,97,04/28/2016,,,,
Louisiana,Union Tank Car Co,Alexandria,,06/24/2016,,,Manufacturing,Louisiana,250,04/26/2016,,,,
Louisiana,Southern Foods Group LLC dba Brown's Dairy,New Orleans,,07/29/2016,,,Milk Products,Louisiana,135,04/21/2016,,,,
Louisiana,"Helmerich & Payne, Inc H&P Rig 100","Tulsa, OK",,05/01/2016,,,Oilfield,Louisiana,50,04/19/2016,,,,
Louisiana,Carbo Ceramics,New Iberia,,06/17/2016,,,Oilfield/Manufacturing,Louisiana,61,04/18/2016,,,,
Louisiana,GE Drilling LLC,Broussard,,04/11/2016,,,Oilfield,Louisiana,77,04/11/2016,,,,
Louisiana,Maslow Media Group LLC dba Al Jazeera America LLC,New Orleans,,04/30/2016,,,Media,Louisiana,1,03/22/2016,,,,
Louisiana,Stupp Corporation,Baton Rouge,,03/18/2016,,,Oilfield/Manufacturing,Louisiana,226,03/11/2016,,,,
Louisiana,"Xerox State & Local Soltuions, Inc.",Baton Rouge,,05/06/2016,,,Data Processing and Related Services,Louisiana,84,03/05/2016,,,,
Louisiana,"Helmerich & Payne, Inc H&P Rig 105","Tulsa, OK",,02/15/2016,,,Oilfield,Louisiana,50,02/08/2016,,,,
Louisiana,Alcoa Calcined Coke Operations,Lake Charles,,01/20/2016,,,Manufacturing,Louisiana,37,01/20/2016,,,,
Louisiana,Garden City Group,Hammond,,03/31/2016,,,Legal,Louisiana,9,01/13/2016,,,,
Louisiana,Noble Drilling,"Sugarland, TX",,03/14/2016,,,Oilfield,Louisiana,120,01/12/2016,,,,
Louisiana,Trinity Marine Products *2015 Update*,Madisonville,,03/11/2016,,,Shipbuilding and Repair,Louisiana,9,01/11/2016,,,,
Louisiana,National Oilwell Varco,Houma,,03/07/2016,,,Oilfield/Manufacturing,Louisiana,80,01/07/2016,,,,
Louisiana,Macy's,Baton Rouge,,03/14/2016,,,Department Store,Louisiana,108,01/06/2016,,,,
Louisiana,Advance Central Services Louisiana,New Orleans,,,,,Periodical Publishers,Louisiana,129,12/07/2015,,,,
Louisiana,Cameron Valve,Hammond,,01/29/2016,,,Oilfield/Manufacturing,Louisiana,52,12/01/2015,,,,
Louisiana,"Noble Drilling, LLC","Sugarland, TX",,01/26/2016,,,Oilfield,Louisiana,130,11/25/2015,,,,
Louisiana,Flint Energy Services,Haynesville,,01/15/2016,,,Energy,Louisiana,55,11/17/2015,,,,
Louisiana,"Jacobs MSFOC Group, Jacobs Technology Michoud Assembly Facility",New Orleans,,01/31/2016,,,Aerospace and Transportation,Louisiana,195,11/12/2015,,,,
Louisiana,CHI,"Howell, MI",,10/8/2015-12/8/2015,,,Transportation/Oilfield,Louisiana,74,10/08/2015,,,,
Louisiana,Trinity Marine,Madisonville,,12/04/2015,,,Transportation-Construction and Energy,Louisiana,336,10/05/2015,,,,
Louisiana,Tango Transport,Shreveport,,10/14/2015,,,Transportation,Louisiana,80,09/30/2015,,,,
Louisiana,Magellan Health,Baton Rouge,,11/30/2015-2/28/2016,,,Healthcare,Louisiana,80,09/28/2015,,,,
Louisiana,Alcoa,Lake Charles,,11/30/2015,,,Manufacturing,Louisiana,130,09/25/2015,,,,
Louisiana,Hercules Offshore,"Houston, TX",,11/21/2015,,,Oilfield,Louisiana,50,09/22/2015,,,,
Louisiana,Baton Rouge General Medical Center,Baton Rouge,,9/10/2015-1/8/2016,,,Healthcare,Louisiana,70,09/10/2015,,,,
Louisiana,"Garden City Group, LLC",Hammond,,11/23/2015,,,Legal,Louisiana,68,09/01/2015,,,,
Louisiana,Baker Hughes,Shreveport,,08/27/2015,,,Oilfield,Louisiana,28,08/27/2015,,,,
Louisiana,Northrop Grumman Fort Polk,Fort Polk,,08/07/2015,,,Transportation,Louisiana,426,07/20/2015,,,,
Louisiana,Systems Integration and Management,,,7/31/2015-12/31/2015,,,Information Technology,Louisiana,100,06/30/2015,,,,
Louisiana,Exterran,Broussard,,8/28/2015-12/31/2015,,,Oilfield/Manufacturing,Louisiana,48,06/19/2015,,,,
Louisiana,Discover Home Loans Inc.,,,08/15/2015,,,Banking,Louisiana,1,06/16/2015,,,,
Louisiana,Total Community Action Inc.,New Orleans,,06/30/2015,,,Community Action Advocacy Organization,Louisiana,150,05/28/2015,,,,
Louisiana,CCA - Winn Correctional Center,Winnfield,,07/03/2015,,,Corrections,Louisiana,252,05/05/2015,,,,
Louisiana,First Student,Port Allen,,06/30/2015,,,Transportation,Louisiana,73,05/05/2015,,,,
Louisiana,BP Biofuels,Jennings,,07/03/2015,,,Oilfield,Louisiana,56,05/04/2015,,,,
Louisiana,Tenaris Hydril,Westwego,,06/05/2015,,,Oilfield,Louisiana,88,04/06/2015,,,,
Louisiana,Bollinger Marine and Fabrication,Amelia,,4/17/2015-7/22/2015,,,Oilfield/Fabrication,Louisiana,275,03/26/2015,,,,
Louisiana,Enable Midstream,Shreveport,,5/11/2015-12/31/2015,,,Oilfield,Louisiana,109,03/11/2015,,,,
Louisiana,"Coast Professional, Inc.",West Monroe,,3/5/2015-4/22/2015,,,Telephone Solicitation Services,Louisiana,91,03/05/2015,,,,
Louisiana,"Wingspan Portfolio Advisors, Inc.","Carrollton, TX",,04/30/2015,,,Telephone Solicitation Services,Louisiana,193,03/03/2015,,,,
Louisiana,Greif Packaging LLC,New Orleans,,05/15/2015,,,Manufacturing,Louisiana,39,03/02/2015,,,,
Louisiana,Helmerich & Payne International Drilling,,,03/15/2015,,,Oilfield,Louisiana,76,02/27/2015,,,,
Louisiana,Parker Drilling,New Iberia,,3/4/2015-3/18/2015,,,Oilfield,Louisiana,297,02/24/2015,,,,
Louisiana,McDermott Inc.,Morgan City,,4/21/2015-5/4/2015,,,Shipbuilding,Louisiana,6,02/19/2015,,,,
Louisiana,Baton Rouge General Medical Center,Baton Rouge,,04/30/2015,,,Healthcare,Louisiana,700,02/11/2015,,,,
Louisiana,Baker Hughes,Houma,,02/04/2015,,,Oilfield,Louisiana,60,02/04/2015,,,,
Louisiana,Advance Central Services Louisiana,New Orleans,,03/31/2015,,,Periodical Publishers,Louisiana,28,01/27/2015,,,,
Louisiana,Albertson's Store #2814,Mandeville,,2/77/15,,,Supermarkets and Other Grocery (except Convenience) Stores,Louisiana,83,01/06/2015,,,,
Louisiana,"St. James Stevedoring Partners, LLC",Convent,,02/03/2015,,,Marine Cargo Handling,Louisiana,215,12/05/2014,,,,
Louisiana,Community Development Institute Head Start - Rapides Parish,Alexandria,,01/31/2015,,,Child Day Care Services,Louisiana,166,12/04/2014,,,,
Louisiana,Hercules Offshore,"Houston, TX",,12/31/2014,,,Drilling Oil & Gas Wells,Louisiana,450,11/05/2014,,,,
Louisiana,"Chemtrusion-LA, Inc",Baton Rouge,,12/05/2014,,,All Other Plastics Product Manufacturing,Louisiana,44,10/29/2014,,,,
Louisiana,Northrop Grumman Technical Services Inc.,Fort Polk,,12/30/2014,,,Aircraft Engine and Engine Parts Manufacturing,Louisiana,390,10/29/2014,,,,
Louisiana,Printpack,Shreveport,,12/15/2014,,,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,Louisiana,20,09/17/2014,,,,
Louisiana,Leidos,New Orleans,,11/14/2014,,,Commercial and Institutional Building Construction,Louisiana,70,09/12/2014,,,,
Louisiana,River Parishes Hospital,LaPlace,,10/31/2014,,,General Medical and Surgical Hospitals,Louisiana,153,09/10/2014,,,,
Louisiana,Textron Systems Marine and Land Systems,Slidell,,11/03/2014,,,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",Louisiana,163,09/02/2014,,,,
Louisiana,Systems Integration and Management,New Orleans,,09/30/2014,,,Custom Computer Programming Services,Louisiana,100,09/02/2014,,,,
Louisiana,Northrop Grumman Technical Services Inc.,Fort Polk,,10/16/2014,,,Aircraft Engine and Engine Parts Manufacturing,Louisiana,346,08/19/2014,,,,
Louisiana,McDermott Inc.,Morgan City,,09/22/2014,,,Support Activities for Oil and Gas Operations,Louisiana,4,07/30/2014,,,,
Louisiana,St. Rose Nursery,St. Rose,,09/30/2014,,,"Flower, Nursey Stock, and Florists' Supplies Merchant Wholesalers",Louisiana,21,07/30/2014,,,,
Louisiana,"Professional Transportation, Inc",Livonia,,10/01/2014,,,Charter Bus,Louisiana,45,07/25/2014,,,,
Louisiana,CB&I Addis Shop,Addis,,09/22/2014,,,Industrial Building Construction,Louisiana,126,07/17/2014,,,,
Louisiana,K Mart Store #3347,Gretna,,09/07/2014,,,Discount Department Stores,Louisiana,94,06/12/2014,,,,
Louisiana,Northrop Grumman Technical Services Inc.,Fort Polk,,07/25/2014,,,Aircraft Engine and Engine Parts Manufacturing,Louisiana,144,06/04/2014,,,,
Louisiana,Community Development Institute Head Start - Iberville Parish,Plaquemine,,06/30/2014,,,Child Day Care Services,Louisiana,70,06/03/2014,,,,
Louisiana,Community Development Institute Head Start - Avoyelles Parish,Moreauville,,07/31/2014,,,Child Day Care Services,Louisiana,57,05/30/2014,,,,
Louisiana,Dr. Pepper Snapple Group,Gonzales,,07/03/2014,,,All Other Specialty Food Stores,Louisiana,86,05/07/2014,,,,
Louisiana,Cox Communications,Metairie,,06/01/2014,,,Wired Telecommunications Carriers,Louisiana,125,04/02/2014,,,,
Louisiana,Printpack,Shreveport,,05/31/2014,,,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,Louisiana,42,03/31/2014,,,,
Louisiana,Teche Federal Bank,New Iberia,,06/01/2014,,,Commercial Banking,Louisiana,97,03/31/2014,,,,
Louisiana,McDermott Inc.,Morgan City,,05/16/2014,,,Support Activities for Oil and Gas Operations,Louisiana,2,03/20/2014,,,,
Louisiana,Northrop Grumman Technical Services Inc.,Fort Polk,,05/09/2014,,,Aircraft Engine and Engine Parts Manufacturing,Louisiana,332,03/09/2014,,,,
Louisiana,Cox Communications,Baton Rouge,,05/04/2014,,,Cable and Other Subscription Programming,Louisiana,63,02/27/2014,,,,
Louisiana,Cox Communications,Lafayette,,05/04/2014,,,Wired Telecommunications Carriers,Louisiana,58,02/27/2014,,,,
Louisiana,General Dynamics Information Technology,Bogalusa,,04/25/2014,,,Telephone Answering Services,Louisiana,155,02/18/2014,,,,
Louisiana,Stewart Enterprises Inc.,Jefferson,,04/01/2014,,,Funeral Homes and Funeral Services,Louisiana,130,02/12/2014,,,,
Louisiana,Printpack,Shreveport,,03/10/2014,,,Plastics Packaging Film and Sheet (including Laminated) Manufacturing,Louisiana,58,01/09/2014,,,,
Louisiana,Northrop Grumman Technical Services Inc.,Fort Polk,,03/09/2014,,,Aircraft Engine and Engine Parts Manufacturing,Louisiana,210,01/09/2014,,,,
Louisiana,Martin Mills,Vidalia,,03/10/2014,,,Other Apparel Accesories and Other Apparel Manufacturing,Louisiana,150,01/07/2014,,,,
Louisiana,CB&I (Lion Copolymer),Baton Rouge,,02/04/2014,,,Industrial Building Construction,Louisiana,80,12/27/2013,,,,
Louisiana,Louisiana Hardwood Products,Morrow,,12/31/2013,,,Forestry Support Activities,Louisiana,100,10/29/2013,,,,
Louisiana,McDermott International,Morgan City,,12/22/2013,,,Ship Building and Repairing,Louisiana,19,10/23/2013,,,,
Louisiana,McDermott International,Morgan City,,11/30/2013,,,Ship Building and Repairing,Louisiana,6,10/01/2013,,,,
Louisiana,McDermott International,Morgan City,,11/15/2013,,,Ship Building and Repairing,Louisiana,51,09/17/2013,,,,
Louisiana,Northrop Grumman,Fort Polk,,11/09/2013,,,Aircraft Manufacturing,Louisiana,332,09/06/2013,,,,
Louisiana,McDermott International,Morgan City,,11/01/2013,,,Ship Building and Repairing,Louisiana,15,09/03/2013,,,,
Louisiana,McDermott International,Morgan City,,10/21/2013,,,Ship Building and Repairing,Louisiana,4,08/20/2013,,,,
Louisiana,Accent Marketing,Monroe,,10/19/2013,,,Telemarketing Bureaus,Louisiana,60,08/15/2013,,,,
Louisiana,Blazer Construction,Sibley,,10/14/2013,,,Construction,Louisiana,157,08/14/2013,,,,
Louisiana,McDermott International,Morgan City,,10/07/2013,,,Ship Building and Repairing,Louisiana,94,08/07/2013,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,09/30/2013,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,2,08/06/2013,,,,
Louisiana,"Alternative Home Care Specialists, Inc.",Lafayette,,09/15/2013,,,Home Health Care Services,Louisiana,64,07/15/2013,,,,
Louisiana,Christus Schumpert Medical Center,Shreveport,,07/27/2013,,,General Medical and Surgical Hospitals,Louisiana,200,07/02/2013,,,,
Louisiana,Trinity Marine Products,Brusly,,09/05/2013,,,Ship Building and Repairing,Louisiana,201,07/01/2013,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,08/29/2013,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,2,06/30/2013,,,,
Louisiana,Durham School Services,New Orleans,,06/30/2013,,,School Bus Transportation,Louisiana,110,05/15/2013,,,,
Louisiana,Bradken Steel,Amite,,04/16/2013,,,"Steel Foundries, Steel Castings",Louisiana,105,04/23/2013,,,,
Louisiana,"Libbey, Inc.",Shreveport,,05/29/2013,,,Other Pressed and Blown Glass and Glassware Manufacturing,Louisiana,170,03/27/2013,,,,
Louisiana,"Southern Foods Group, LLC",Shreveport,,05/14/2013,,,Fluid Milk Manufacturing,Louisiana,178,03/14/2013,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,04/25/2013,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,3,03/01/2013,,,,
Louisiana,"Schenker Logistics, Inc.","Virginia Beach, VA",,04/21/2013,,,"Process, Physical Distribution, and Logistics Consulting",Louisiana,100,02/21/2013,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,03/28/2013,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,1,02/01/2013,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,02/28/2013,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,4,01/10/2013,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,01/31/2013,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,3,12/05/2012,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,01/11/2013,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,2,11/14/2012,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,12/31/2012,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,10,11/11/2012,,,,
Louisiana,Pepsi Beverages Co.,Reserve,,11/09/2012,,,Soft Drink Manufacturing,Louisiana,60,11/09/2012,,,,
Louisiana,Staples,Baton Rouge,,11/30/2012,,,Other Services Related to Advertising,Louisiana,75,09/21/2012,,,,
Louisiana,Kindred Hospital,Marrero,,11/09/2012,,,Nursing Care Facilities,Louisiana,122,09/07/2012,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,09/13/2012,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,14,08/06/2012,,,,
Louisiana,The Home Depot,Baton Rouge,,09/21/2012,,,Call Center,Louisiana,200,07/19/2012,,,,
Louisiana,Durham School Services,New Orleans,,08/06/2012,,,School Bus Transportation,Louisiana,212,07/13/2012,,,,
Louisiana,"Johnson Controls, Inc.",Shreveport,,08/30/2012,,,All Other Motor Vehicle Parts Manufacturing,Louisiana,71,06/25/2012,,,,
Louisiana,Xanodyne,"Newport, KY",,08/20/2012,,,Wholesale Trade Agent and Brokers,Louisiana,3,06/21/2012,,,,
Louisiana,Times Picayune,New Orleans,,09/30/2012,,,Newspaper Publisher,Louisiana,200,06/15/2012,,,,
Louisiana,General Motors,Shreveport,,08/16/2012,,,Automobile and Truck Manufacturing,Louisiana,764,06/11/2012,,,,
Louisiana,Lockheed Martin Corp.,New Orleans,,07/27/2012,,,Space Vehicle Propulsion Units and Parts Manufacturing,Louisiana,4,05/30/2012,,,,
Louisiana,International Paper,Minden,,07/07/2012,,,Paper Mill,Louisiana,64,05/18/2012,,,,
Louisiana,Pinnacle Business Solutions,Baton Rouge,,08/10/2012,,,All Other Business Support Services,Louisiana,87,05/11/2012,,,,
Louisiana,Android,Shreveport,,08/30/2012,,,Automobile Manufacturing,Louisiana,95,05/09/2012,,,,
Louisiana,Hostess Brands,Opelousas,,07/04/2012,,,Retail Bakeries,Louisiana,13,05/04/2012,,,,
Louisiana,Hostess Brands,Natchitoches,,07/04/2012,,,Retail Bakeries,Louisiana,8,05/04/2012,,,,
Louisiana,Hostess Brands,Monroe,,07/04/2012,,,Retail Bakeries,Louisiana,26,05/04/2012,,,,
Louisiana,Hostess Brands,Monroe,,07/04/2012,,,Retail Bakeries,Louisiana,1,05/04/2012,,,,
Louisiana,Hostess Brands,Lake Charles,,07/04/2012,,,Retail Bakeries,Louisiana,16,05/04/2012,,,,
Louisiana,Hostess Brands,Lafayette,,07/04/2012,,,Retail Bakeries,Louisiana,14,05/04/2012,,,,
Louisiana,Hostess Brands,Kenner,,07/04/2012,,,Retail Bakeries,Louisiana,18,05/04/2012,,,,
Louisiana,Hostess Brands,Houma,,07/04/2012,,,Retail Bakeries,Louisiana,12,05/04/2012,,,,
Louisiana,Hostess Brands,Hammond,,07/04/2012,,,Retail Bakeries,Louisiana,8,05/04/2012,,,,
Louisiana,Hostess Brands,Deridder,,07/04/2012,,,Retail Bakeries,Louisiana,3,05/04/2012,,,,
Louisiana,Hostess Brands,Bossier City,,07/04/2012,,,Retail Bakeries,Louisiana,23,05/04/2012,,,,
