state,company,city,notice_date,layoff_date,employees_affected,closure_type,notes,State,Number of Workers,WARN Received Date,Closure/Layoff,Temporary/Permanent,Union,Notes
Kentucky,Pine Branch Mining LLC,,,04/01/2016,,,EKCEP | Perry | 212399,Kentucky,156,02/01/2016,Layoff,,,
Kentucky,Novitex Government Solutions London,,,03/11/2016,,,Cumberlands | Laurel | 518210,Kentucky,64,01/26/2016,Layoff,,,
Kentucky,Belden Monticello,,,08/01/2016,,,Cumberlands | Wayne | 33142,Kentucky,230,01/15/2016,Closure,,,
Kentucky,"IPSCO Tubulars, (KY) Inc.",,,03/09/2016,,,Northern Kentucky | Campbell | 425120,Kentucky,126,01/13/2016,Layoff,,,
Kentucky,SKF USA Inc. Automotive Vehicle Service Market,,,05/01/2016,,,Northern Kentucky | Boone | 332991,Kentucky,179,01/11/2016,Closure,,,
Kentucky,"Kentucky Association of Electric Cooperatives, Inc. (KAEC)",,,02/28/2016,,,Kentuckianaworks | Jefferson | 335311,Kentucky,94,12/29/2015,Layoff,,,
Kentucky,Century Aluminum of Kentucky  (EXTENSION OF CONDITIONAL WARN),,,12/02/2015,,,Green River | Hancock | 331313,Kentucky,225,12/02/2015,Layoff,,,
Kentucky,Blue Diamond Mining Buckeye Mine Complex,,,01/19/2016,,,EKCEP | Perry/Leslie | 212111,Kentucky,159,11/19/2015,Closure,,,
Kentucky,Sebree Mining LLC,,,01/06/2016,,,Green River | Webster | 212111,Kentucky,140,11/06/2015,Closure,,,
Kentucky,Adair County Hospital District- Westlake Regional Hospital,,,01/04/2016,,,"Cumberlands | Adair,Metcalf, Russell | 622110",Kentucky,153,11/04/2015,Closure,,,
Kentucky,Armstrong Coal-Midway Mine,,,12/31/2015,,,Green River | Ohio | 212111,Kentucky,65,11/02/2015,Closure,,,
Kentucky,Armstrong Coal-Parkway Mine- Central City,,,12/31/2015,,,Western Kentucky | Muhlenberg | 212111,Kentucky,52,11/02/2015,Closure,,,
Kentucky,Armstrong Coal-Midway Preparation Plant,,,12/31/2015,,,Green River | Ohio | 212111,Kentucky,10,11/02/2015,Closure,,,
Kentucky,Armstrong Coal-Parkway Preparation Plant- Central City,,,12/31/2015,,,Western Kentucky | Muhlenberg | 212111,Kentucky,6,11/02/2015,Closure,,,
Kentucky,Joy Global - Salyersville Operations,,,12/28/2015,,,EKCEP | Magoffin | 333131,Kentucky,57,11/02/2015,Closure,,,
Kentucky,"Arch Coal, Inc./Cumberland River Coal Company",,,12/30/2015,,,EKCEP | Letcher | 212111,Kentucky,8,10/30/2015,Layoff,,,
Kentucky,Century Aluminum Sebree LLC,,,12/29/2015,,,Green River | Henderson | 331313,Kentucky,148,10/30/2015,Layoff,,,
Kentucky,STEIN INC. -Ashland KY Facility,,,12/20/2015,,,TENCO | Boyd | 327992,Kentucky,53,10/27/2015,Layoff,,,
Kentucky,CSX Transportation Inc.,,,10/20/2015,,,Cumberlands | Whitley | 488510,Kentucky,225,10/20/2015,Closure,,,
Kentucky,"Lexington Metal Systems, LLC",,,12/19/2015,,,TENCO | Montgomery | 336370,Kentucky,100,10/19/2015,Layoff,,,
Kentucky,AK Steel Corporation -Ashland Works,,,12/18/2015,,,TENCO | Boyd | 331110,Kentucky,733,10/16/2015,Layoff,,,
Kentucky,Envoy Air,,,11/16/2015,,,Kentuckianaworks | Jefferson | 48111,Kentucky,78,09/23/2015,Layoff,,,
Kentucky,Wickliffe Paper Company LLC-Verso Corp,,,11/01/2015,,,Western Kentucky | Ballard | 322121,Kentucky,310,09/01/2015,Layoff,,,
Kentucky,RHINO CAM Mining LLC,,,10/30/2015,,,"EKCEP | Letcher , Pike | 212112",Kentucky,92,08/31/2015,Layoff,,,
Kentucky,Century Aluminum of Kentucky -Hawesville,,,10/24/2015,,,Green River | Hancock | 331313,Kentucky,624,08/31/2015,Closure,,,
Kentucky,Coyne Textile Services,,,10/31/2015,,,Cumberlands | Laurel | 812332,Kentucky,,08/17/2015,Closure,,,
Kentucky,HAECO Airframe Services,,,09/30/2015,,,Northern Kentucky | Kenton | 488190,Kentucky,99,07/30/2015,Layoff,,,
Kentucky,United Recovery Systems,,,09/13/2015,,,Northern Kentucky | Kenton | 561440,Kentucky,78,07/15/2015,Closure,,,
Kentucky,"CareCall, Inc",,,09/13/2015,,,Northern Kentucky | Kenton | 561422,Kentucky,18,07/15/2015,Closure,,,
Kentucky,"IPSCO Tubulars, (KY) Inc.",,,07/06/2015,,,Northern Kentucky | Campbell | 425120,Kentucky,24,07/13/2015,Layoff,,,
Kentucky,MillBranch Coal Corporation-North Fork Coal Corporation -Pigeon Creek Processing- Maxxim Shared Services -Panther Mine No. 1-Stillhouse No. 1 Mine,,,09/06/2015,,,"EKCEP | Harlan,Letcher, (Appalachia VA) | 21211",Kentucky,292,07/08/2015,Closure,,,
Kentucky,RR Donnelley,,,09/05/2015,,,Bluegrass | Scott | 32311,Kentucky,91,07/07/2015,Closure,,,
Kentucky,"IPSCO Tubulars, (KY) Inc.",,,07/10/2015,,,Northern Kentucky | Campbell | 332312,Kentucky,7,07/07/2015,Layoff,,,
Kentucky,Anthem Inc.,,,07/25/2015,,,Kentuckianaworks | Jefferson | 524114,Kentucky,57,06/24/2015,Closure,,,
Kentucky,Discover Home Loans or Discover,,,08/15/2015,,,Kentuckianaworks | Jefferson | 522310,Kentucky,187,06/22/2015,Closure,,,
Kentucky,"IPSCO Tubulars, (KY) Inc.",,,06/21/2015,,,Northern Kentucky | Campbell | 332312,Kentucky,46,06/19/2015,Layoff,,,
Kentucky,"Straight Creek Coal Mining, Inc",,,08/12/2015,,,EKCEP | Bell | 211111,Kentucky,70,06/16/2015,Closure,,,
Kentucky,Chegg,,,11/01/2015,,,Kentuckianaworks | Bullitt | 564614,Kentucky,31,06/10/2015,Closure,,,
Kentucky,"Aramark Healthcare Support Services (""Aramark"") at Kentucky One Health",,,08/09/2015,,,"Kentuckianaworks | Jefferson, Bullitt, Shelby | 561720",Kentucky,169,06/09/2015,Closure,,,
Kentucky,Bechtel Parsons Blue Grass Project,,,07/31/2015-10/30/2015,,,Bluegrass | Madison | 541330,Kentucky,20,06/05/2015,Layoff,,,
Kentucky,RHINO CAM Mining LLC,,,08/01/2015,,,"EKCEP | Letcher , Pike | 212112",Kentucky,58,06/02/2015,Layoff,,,
Kentucky,ResCare,,,07/31/2015,,,Kentuckianaworks | Jefferson | 623210,Kentucky,75,06/01/2015,Layoff,,,
Kentucky,"Brake Parts Inc., LLC",,,07/31/2015,,,Bluegrass | Lincoln | 336340,Kentucky,,05/28/2015,Closure,,,
Kentucky,Joy Global - Salyersville Operations,,,07/24/2015,,,EKCEP | Magoffin | 333131,Kentucky,38,05/28/2015,Layoff,,,
Kentucky,"LATA Environmental Services of Kentucky, LLC",,,07/25/2015,,,"Western Kentucky | Ballard, McCracken | 334512",Kentucky,,05/21/2015,Layoff,,,
Kentucky,Gourmet Express LLC,,,06/26/2015,,,Western Kentucky | Muhlenberg | 454390,Kentucky,77,05/18/2015,Closure,,,
Kentucky,Lee Adjustment Center,,,07/13/2015,,,EKCEP | Lee | 921190,Kentucky,154,05/14/2015,Layoff,,,
Kentucky,"IPSCO Tubulars, (KY) Inc.",,,07/08/2015,,,Northern Kentucky | Campbell | 332312,Kentucky,115,05/12/2015,Layoff,,,
Kentucky,"IPSCO Tubulars, (KY) Inc.",,,07/07/2015,,,Northern Kentucky | Campbell | 332312,Kentucky,36,05/12/2015,Layoff,,,
Kentucky,"Highland Mining Company, LLC",,,05/15/2015,,,Green River | Union | 212112,Kentucky,37,04/20/2015,Closure,,,
Kentucky,"Heritage Coal Company, LLC",,,04/04/2015,,,Green River | Union | 213113,Kentucky,2,04/20/2015,Closure,,,
Kentucky,"IPSCO Tubulars, (KY) Inc.",,,06/07/2015,,,Northern Kentucky | Campbell | 332312,Kentucky,115,04/13/2015,Layoff,,,
Kentucky,"Quality Manufacturing, Inc.",,,06/29/2015,,,Bluegrass | Clark | 334118,Kentucky,62,04/10/2015,Layoff,,,
Kentucky,"Quality Manufacturing, Inc.",,,06/29/2015,,,Bluegrass | Clark | 334118,Kentucky,4,04/10/2015,Layoff,,,
Kentucky,DAL Global Services,,,04/30/2015,,,Northern Kentucky | Boone | 481111,Kentucky,63,04/08/2015,Layoff,,,
Kentucky,Gourmet Express LLC,,,05/30/2015,,,Western Kentucky | Muhlenberg | 454390,Kentucky,98,03/30/2015,Closure,,,
Kentucky,"Universal Well Services, Inc.",,,03/25/2015,,,EKCEP | Floyd | 213112,Kentucky,73,03/25/2015,Closure,,,
Kentucky,Fort Dearborn Company,,,05/15/2015,,,Barren River | Warren | 322220,Kentucky,60,03/20/2015,Layoff,,,
Kentucky,"Heritage Coal Company, LLC",,,04/04/2015,,,Green River | Union | 213113,Kentucky,2,02/17/2015,Closure,,,
Kentucky,"Licking River Mining, LLC",,,03/13/2015,,,EKCEP | Morgan | 212112,Kentucky,127,02/10/2015,Closure,,,
Kentucky,"Licking River Resources, Inc.",,,03/13/2015,,,EKCEP | Morgan | 212111,Kentucky,8,02/10/2015,Closure,,,
Kentucky,"S. M. & J., Inc.",,,03/13/2015,,,TENCO | Boyd | 122102,Kentucky,3,02/10/2015,Closure,,,
Kentucky,"Highland Mining Company, LLC",,,04/05/2015,,,Western Kentucky | Union | 212112,Kentucky,62,02/06/2015,Closure,,,
Kentucky,"DynCorp International LLC, U.S. Air Force's 160th SOAR",,,03/31/2015,,,Western Kentucky | Christian | 928110,Kentucky,296,02/04/2015,Layoff,,,
Kentucky,"Dodge Hill Mining Company, LLC (""Dodge Hill"")",,,,,,Green River | Union | 21211,Kentucky,135,02/03/2015,Layoff,,No,
Kentucky,"Hospital of Fulton, Inc. d/b/a Parkway Regional Hospital",,,03/31/2015,,,Western Kentucky | Fulton | 622110,Kentucky,165,01/30/2015,Closure,,,
Kentucky,"Hospital of Fulton, Inc., Hillview Medical Clinic",,,03/31/2015,,,Western Kentucky | Fulton | 621111,Kentucky,18,01/30/2015,Closure,,,
Kentucky,"Fox Knob Coal Company, Inc.",,,02/13/2015,,,EKCEP | Harlan | 212111,Kentucky,86,01/30/2015,Closure,,,
Kentucky,"JAD Coal Company, Inc.",,,02/13/2015,,,EKCEP | Harlan | 212399,Kentucky,9,01/30/2015,Closure,,,
Kentucky,"Morgan, Lewis & Bockius LLP",,,04/03/2015-06/30/2015,,,Bluegrass | Fayette | 541110,Kentucky,76,01/28/2015,Closure,,,
Kentucky,"Avantor Performance Materials, Inc.",,,03/01/2015,,,Bluegrass | Bourbon | 325411,Kentucky,150,01/16/2015,Layoff,,,
Kentucky,ShopKo Hometown #718,,,04/15/2015,,,Cumberlands | Casey | 452990,Kentucky,24,01/08/2015,Closure,,,
Kentucky,ShopKo Hometown #730,,,04/15/2015,,,Lincoln Trail | Larue | 452990,Kentucky,22,01/08/2015,Closure,,,
Kentucky,ShopKo Hometown #721,,,04/15/2015,,,Barren River | Hart | 452990,Kentucky,20,01/08/2015,Closure,,,
Kentucky,Market Day LLC,,,03/07/2015,,,Kentuckianaworks | Jefferson | 561499,Kentucky,25,01/08/2015,Layoff,,,
Kentucky,Your Community Bank,,,03/13/2015,,,Lincoln Trail | Hardin | 522110,Kentucky,52,01/07/2015,Layoff,,,
Kentucky,"Morgan, Lewis & Bockius LLP",,,03/06/2015,,,Bluegrass | Fayette | 541110,Kentucky,24,01/06/2015,Closure,,,
Kentucky,"Fox Knob Coal Company, Inc.",,,01/23/2015,,,EKCEP | Harlan | 212111,Kentucky,86,01/06/2015,Closure,,,
Kentucky,"JAD Coal Company, Inc.",,,01/23/2015,,,EKCEP | Harlan | 212399,Kentucky,9,01/06/2015,Closure,,,
Kentucky,"TECO Coal Coal LLC, & Subsidiaries",,,02/12/2015,,,"EKCEP | Pike, Perry, Whitley, Knox | 212112",Kentucky,,12/30/2014,Closure,,,
Kentucky,Kentucky Fuel Corporation (KFC),,,02/09/2015,,,EKCEP | Pike | 325199,Kentucky,52,12/17/2014,Closure,,No,
Kentucky,"Sykes Enterprise, Incorporated",,,02/27/2015,,,Lincoln Trail | Nelson | 561422,Kentucky,173,12/16/2014,,,No,
Kentucky,"Akima Support Operations (ASO) 407th FSB, ASC, Logistics Readiness Center (LRC)",,,02/14/2015,,,Lincoln Trail | Hardin | 561210,Kentucky,200,12/16/2014,Layoff,,No,
Kentucky,"Highland Mining Company, LLC (""Highland"")",,,,,,Green River | Union | 21211,Kentucky,483,12/08/2014,Layoff,,Yes,
Kentucky,"Heritage Coal Company, LLC (""Heritage"")",,,,,,Green River | Union | 21211,Kentucky,66,12/08/2014,Layoff,,Yes,
Kentucky,"KentuckyOne Health - Jewish Hospital Aramark Healthcare Support Services (""Aramark"")",,,01/31/2015,,,KentuckianaWorks | Jefferson | 561720,Kentucky,144,12/03/2014,Closure,,No,
Kentucky,Lexington Fayette County Health Dept. (LFCHD) HealthFirst Bluegrass Unit,,,01/31/2015,,,Bluegrass | Fayette | 624190,Kentucky,125,12/03/2014,Closure,,No,
Kentucky,"Cumberland River Coal Company Complex ""CRCC Complex""",,,,,,EKCEP | Letcher | 212111,Kentucky,,11/21/2014,Closure,,Yes,
Kentucky,"TECO Coal Corporations (TECO Diversified, Inc.)",,,,,,"EKCEP / Cumberlands | Pike, Perry, Whitley, Knox | 212112",Kentucky,656,10/27/2014,Closure,,No,
Kentucky,"Creation Technologies Kentucky, Inc. (""the Company"")",,,01/31/2015,,,Bluegrass | Fayette | 333242,Kentucky,204,10/02/2014,Closure,,No,
Kentucky,"Wolverine Services, LLC (an Akima Company)",,,11/30/2014,,,Lincoln Trail | Hardin | 561210,Kentucky,199,10/01/2014,Layoff,,No,
Kentucky,"Cumberland River Coal Company Complex ""CRCC Complex""",,,09/19/2014,,,EKCEP | Letcher | 212111,Kentucky,213,09/19/2014,Closure,,Yes,
Kentucky,"Bluegrass Family Health, Inc., (""BFH"")",,,12/31/2014,,,Bluegrass | Fayette | 621491,Kentucky,61,09/05/2014,Layoff,,No,
Kentucky,United States Enrichment Corporation (USEC),,,9/29/2014-10/12/2014,,,Western Kentucky | Ballard | 325199,Kentucky,375,07/31/2014,Layoff,,Yes,
Kentucky,Federal - Mogul Corporation,,,,,,Tenco | Mason | 541614,Kentucky,157,07/31/2014,Closure,,No,
Kentucky,Joy Global - Salyersville Operations,,,09/22/2014,,,EKCEP | Magoffin | 423810,Kentucky,73,07/27/2014,Layoff,,No,
Kentucky,"Cumberland River Coal Company Complex ""CRCC Complex""",,,09/19/2014,,,EKCEP | Letcher | 212111,Kentucky,,07/22/2014,Closure,,Yes,
Kentucky,BAE Systems,,,6/30/2014-7/11/2014,,,EKCEP | Jackson | 315210,Kentucky,150,06/26/2014,,,No,
Kentucky,"Harlan-Cumberland Coal Company, LLC",,,08/18/2014,,,EKCEP | Harlan | 213113,Kentucky,92,06/19/2014,Layoff,,No,
Kentucky,"Sodexo, Inc.",,,06/30/2014,,,Bluegrass | Fayette | 722310,Kentucky,57,06/09/2014,Closure,,No,
Kentucky,Regal Beloit,,,08/22/2014,,,Bluegrass | Clark / Montgomery | 336320,Kentucky,242,06/05/2014,Closure,,Yes,
Kentucky,"Aphena Pharma Solutions, LLC",,,07/29/2014-09/30/2014,,,Barren River | Barren | 325412,Kentucky,54,05/29/2014,Closure,,No,
Kentucky,"Carl Zeiss Vision, Inc.",,,07/28/2024,,,Northern Kentucky | Boone | 333314,Kentucky,67,05/29/2014,Closure,,No,
Kentucky,"Nielsen Company (US), LLC",,,07/31/2014,,,Lincoln Trail | Hardin | 561422,Kentucky,237,05/06/2014,Closure,,No,
Kentucky,United States Enrichment Corporation (USEC),,,06/27/2014,,,Western Kentucky | Ballard | 325199,Kentucky,85,04/29/2014,Layoff,,Yes,
Kentucky,Big Rivers Electric Corp. Coleman Station,,,05/01/2014,,,Green River | Hancock | 221121,Kentucky,96,04/07/2014,Layoff,,Yes,
Kentucky,"Union Underwear Co., Inc. d/b/a Fruit of the Loom",,,06/08/2014,,,Cumberlands | Russell | 315220/315240,Kentucky,601,04/04/2014,Closure,,No,
Kentucky,Cenveo,,,06/04/2014,,,Greater Louisville | Shelby | 322230,Kentucky,,04/04/2014,Closure,,No,
Kentucky,"General Dynamics Information Technology, Inc.",,,05/09/2014,,,Cumberlands | Laurel | 541611,Kentucky,271,03/07/2014,Layoff,,No,
Kentucky,"Brake Parts, Inc., LLC.",,,04/18/2014,,,Bluegrass | Lincoln | 336340,Kentucky,,02/27/2014,Layoff,,No,
Kentucky,United States Enrichment Corporation (USEC),,,04/11/2014,,,Western Kentucky | Ballard | 325199,Kentucky,360,02/20/2014,Layoff,,Yes,
Kentucky,"HDA, Inc. and N-Store Merchandising, Inc.",,,02/03/2014,,,Statewide | Statewide | 425120,Kentucky,,02/11/2014,Layoff,,No,
Kentucky,Time Warner Cable (TWC),,,03/18/2014,,,Greater Louisville | Jefferson | 561422,Kentucky,97,01/21/2014,Layoff,,No,
Kentucky,"Motorola Solutions, Inc.",,,03/28/2014,,,Greater Louisville | Jefferson | 811211,Kentucky,,01/09/2014,Closure,,No,
Kentucky,"Arch Coal, Inc., Flint Ridge",,,,,,EKCEP | Breathitt | 322221,Kentucky,131,01/07/2014,Closure,,No,
Kentucky,Boeing,,,03/04/2014,,,Statewide | Statewide | 561110,Kentucky,49,01/04/2014,Closure,,No,
Kentucky,Unilever Owensboro Plant,,,03/01/2014,,,Green River | Daviess | 311412,Kentucky,113,12/20/2013,Layoff,,,
Kentucky,North American Stainless (NAS) Facility HARSCO Metals & Minerals Plant #4 and #68,,,02/25/2014,,,"Northern Kentucky | Gallatin | 423510, 423830, 331111",Kentucky,67,12/20/2013,Closure,,,
Kentucky,United State Enrichment Corporation (USEC),,,2/14/2014-2/28/2014,,,Western Kentucky | Ballard | 325199,Kentucky,110,12/17/2013,Layoff,,Yes,
Kentucky,"Centrury Aluminum of Kentucky ""CAC"" ""Owensboro Facility""",,,03/31/2014-04/14/2014,,,Green River | Daviess/ Hancock | 560000,Kentucky,22,12/17/2013,Layoff,,No,
Kentucky,"Century Aluminum of Kentucky GP ""Hawesville Smelter""",,,03/31/2014-04/14/2014,,,Green River | Hancock | 331319,Kentucky,,12/17/2013,Layoff,,Yes,
Kentucky,"American Ambulette & Ambulance Swervice, Inc. (""AAA"")",,,12/06/2013,,,Bluegrass | Nicholas | 621910,Kentucky,,12/11/2013,Closure,,,
Kentucky,Big Rivers Electric Corporation,,,02/01/2014,,,Green River | Henderson | 221121,Kentucky,188,12/05/2013,Layoff,,Yes,
Kentucky,United State Enrichment Corporation (USEC),,,01/21/2014-01/31/2014,,,Western Kentucky | Ballard | 325199,Kentucky,40,11/20/2013,Layoff,,Yes,
Kentucky,"DynCorp International, LLC ""DI""",,,12/13/2013,,,Western Kentucky | Christian,Kentucky,,11/12/2013,Layoff,,No,
Kentucky,"Pacific Pulmonary Services ""PPS""",,,01/03/2014,,,Bluegrass | Fayette | 561422,Kentucky,101,11/06/2013,Layoff,,No,
Kentucky,"Century Aluminum Sebree, LLC ""Sebree Smelter""",,,01/31/2014,,,Green River | Henderson | 331319,Kentucky,,11/04/2013,Layoff,,Yes,
Kentucky,Bank of America Consumer Banking - Legacy Asset Servicing Unit,,,12/22/2013,,,Greater Louisville | Jefferson,Kentucky,55,10/25/2013,Layoff,,No,
Kentucky,"Laboratory Partners, Inc. Kilbourne Medical Laboratories",,,12/23/2013,,,Greater Louisville | Jefferson | 621511,Kentucky,,10/24/2013,"Layoff, Closure",,No,
Kentucky,"Laboratory Partners, Inc. Kilbourne Medical Laboratories",,,12/23/2013,,,Bluegrass | Fayette | 621511,Kentucky,,10/24/2013,"Layoff, Closure",,No,
Kentucky,"Century Aluminum of Kentucky GP ""Hawesville Smelter""",,,12/20/2013-01/03/2014,,,Green River | Hancock | 331319,Kentucky,686,10/21/2013,Layoff,,Yes,
Kentucky,"Century Aluminum Company ""Owensboro Facility""",,,12/20/2013-01/03/2014,,,Green River | Daviess | 560000,Kentucky,27,10/21/2013,Layoff,,Yes,
Kentucky,McCoy Elkhorn Coal Corporation,,,10/16/2013,,,EKCEP | Pike | 212112,Kentucky,,10/16/2013,Layoff,,,
Kentucky,Bledsoe Coal Corporation,,,12/16/2013,,,EKCEP | Harlan/Leslie | 212112,Kentucky,,10/15/2013,Closure,,No,
Kentucky,Discover Home Loans,,,12/12/2013,,,Greater Louisville | Jefferson | 522310,Kentucky,142,10/15/2013,Layoff,,,
Kentucky,"Motorola Solutions, Inc.",,,12/01/2013,,,Greater Louisville | Jefferson | 811211,Kentucky,42,10/08/2013,Closure,,No,
Kentucky,GECOM Corporation,,,03/31/2014,,,Bluegrass | Franklin | 336370,Kentucky,5,10/02/2013,Layoff,,,
Kentucky,"Borden Dairy Company of Madisonville, LLC d/b/a Goldenrod Dairy",,,11/29/2013-12/12/2013,,,Western Kentucky | Hopkins | 424430,Kentucky,,09/30/2013,Closure,,,
Kentucky,"Excel Mining, LLC Van Lear Mine and Pontiki Preparation Plant",,,12/02/2013,,,EKCEP | Martin | 212112,Kentucky,125,09/27/2013,Closure,,,
Kentucky,Marion Adjustment Center,,,08/31/2013-10/31/2013,,,Lincoln Trail | Marion | 624310,Kentucky,117,08/30/2013,Closure,,,
Kentucky,"Corizon, Inc.",,,09/30/2013,,,Greater Louisville | Jefferson | 561210,Kentucky,94,08/26/2013,Layoff,,,
Kentucky,"Arch Coal, Inc. ICG Hazard, LLC Flint Ridge Complex",,,,,,EKCEP | Breathitt | 322221,Kentucky,3,08/23/2013,Closure,,No,
Kentucky,"Century Aluminum of Kentucky GP ""Hawesville Smelter""",,,10/18/2013,,,Green River | Hancock | 331319,Kentucky,679,08/16/2013,Layoff,,Yes,
Kentucky,"Century Aluminum Company ""Owensboro Facility""",,,10/18/2013,,,Green River | Daviess | 560000,Kentucky,22,08/16/2013,Layoff,,Yes,
Kentucky,"Aramark Healthcare Support Services, LLC",,,10/17/2013,,,Greater Louisville | Jefferson | 722310,Kentucky,241,08/15/2013,Closure,,No,
Kentucky,United State Enrichment Corporation (USEC),,,10/14/2013-10/25/2013,,,Western Kentucky | Ballard | 325199,Kentucky,100,08/09/2013,Layoff,,Yes,
Kentucky,"JCIM US, LLC",,,08/13/2013,,,Greater Louisville | Jefferson | 326199,Kentucky,20,07/31/2013,Closure,,Yes,
Kentucky,"Motorola Solutions, Inc.",,,09/27/2013-12/27/2013,,,Greater Louisville | Jefferson | 811211,Kentucky,42,07/30/2013,Closure,,No,
Kentucky,"NE Opco, Inc. d/b/a National Envelope Corporation",,,8/1/2013-9/30/2013,,,Greater Louisville | Shelby | 322230,Kentucky,89,07/24/2013,Closure,,No,
Kentucky,"Lightyear Network Solutions, LLC",,,09/13/2013,,,"Greater Louisville | Jefferson | 517210, 517911, 517919",Kentucky,75,07/11/2013,Closure,,,
Kentucky,"Centene Management Corporation, dba Kentucky Spirit Health Plan",,,08/08/2013-12/31/2013,,,Bluegrass | Fayette | 621999,Kentucky,145,07/08/2013,Closure,,No,
Kentucky,"Motorola Solutions, Inc.",,,08/23/2013-10/25/2013,,,Greater Louisville | Jefferson | 811211,Kentucky,56,07/02/2013,Closure,,No,
Kentucky,Marion Adjustment Center,,,08/31/2013,,,Lincoln Trail | Marion | 624310,Kentucky,167,07/02/2013,Closure,,No,
Kentucky,"NE Opco, Inc. d/b/a National Envelope Corporation",,,08/06/2013-08/20/2013,,,Greater Louisville | Shelby | 322230,Kentucky,89,06/07/2013,Closure,,,
Kentucky,United State Enrichment Corporation (USEC),,,08/05/2013-08/13/2013,,,Western Kentucky | Ballard | 325199,Kentucky,160,05/31/2013,Layoff,,Yes,
Kentucky,"Motorola Solutions, Inc.",,,07/26/2013,,,Greater Louisville | Jefferson | 811211,Kentucky,56,05/21/2013,Closure,,No,
Kentucky,"Motorola Solutions, Inc.",,,06/30/2013,,,"Northern Kentucky | Boone | 334118, 334220, 425110, 541511, 551114, 811212",Kentucky,60,05/21/2013,Closure,,No,
Kentucky,"LATA Environmental Services of Kentucky, LLC",,,07/03/2013-07/02/2014,,,Western Kentucky | Ballard | 334512,Kentucky,145,05/07/2013,Layoff,,Yes,
Kentucky,"Centene Management Corporation, dba Kentucky Spirit Health Plan",,,07/05/2013-12/31/2013,,,Bluegrass | Fayette | 621999,Kentucky,145,05/06/2013,Closure,,No,
Kentucky,"JCIM US, LLC",,,02/04/2013-07/05/2013,,,Greater Louisville | Jefferson | 326199,Kentucky,347,05/06/2013,Closure,,Yes,
Kentucky,"Motorola Solutions, Inc. Repair and Order Management",,,06/30/2013,,,"Northern Kentucky | Boone | 334118, 334220, 425110, 541511, 551114, 811212",Kentucky,50,04/25/2013,Closure,,No,
Kentucky,"Century Aluminum of Kentucky GP ""Hawesville Smelter""",,,08/06/2013-08/20/2013,,,Green River | Hancock | 331313,Kentucky,693,04/16/2013,Layoff,,Yes,
Kentucky,"Century Aluminum Company ""Owensboro Facility""",,,08/06/2013-08/20/2013,,,Green River | Daviess | 561110,Kentucky,17,04/16/2013,Layoff,,Yes,
Kentucky,"Xerox Business Solutions CS DHS I-94 Unit, Xerox Federal Solutions, LLC",,,06/14/2013,,,Cumberlands | Laurel | 518210,Kentucky,124,04/15/2013,Layoff,,,
Kentucky,GECOM Corporation,,,07/01/2013-09/01/2013,,,Bluegrass | Franklin | 336370,Kentucky,85,04/11/2013,Layoff,,No,
Kentucky,"Gannett Driect Marketing Services, Inc.",,,06/12/2013,,,Greater Louisville | Jefferson | 541613,Kentucky,59,04/09/2013,Closure,,No,
Kentucky,"3M, dba Ceradyne ACO (Ceradyne, Inc.)",,,06/10/2013,,,Bluegrass | Fayette | 327420,Kentucky,93,04/08/2013,Layoff,,No,
Kentucky,"Serco, Inc.",,,,,,Cumberlands | Whitley | 332992,Kentucky,250,03/06/2013,Layoff,,No,
Kentucky,Joy Global,,,10/5/2013-10/25/2013,,,Bluegrass | Bourbon | 333131,Kentucky,147,03/01/2013,Closure,,,
Kentucky,"Fetter Printing Company, Fettergroup",,,05/03/2013-06/15/2013,,,"Greater Louisville | Jefferson | 551112, 323110",Kentucky,54,02/28/2013,Closure,,No,
Kentucky,"Gunderson Rail Service LLC, dba Greenbrair Rail Services",,,04/30/2013,,,Lincoln Trail | Hardin | 336510,Kentucky,58,02/28/2013,Closure,,No,
Kentucky,"JCIM US, LLC",,,02/04/2013-05/05/2013,,,Greater Louisville | Jefferson | 326199,Kentucky,347,02/19/2013,Closure,,No,
Kentucky,Conifer Health Solutions,,,04/01/2013,,,Barren River | Warren | 621610,Kentucky,54,01/30/2013,Closure,,No,
Kentucky,Community Alternatives KY Madisonville,,,03/31/2013,,,Western Kentucky | Hopkins | 624190,Kentucky,70,01/22/2013,Closure,,No,
Kentucky,The Boeing Company,,,03/22/2013,,,Statewide,Kentucky,2,01/18/2013,Closure,,No,
Kentucky,"Gap, Inc.",,,04/15/2013,,,Northern Kentucky | 493110,Kentucky,363,01/16/2013,Closure,,No,
Kentucky,"Leggett & Platt, Incorporated",,,03/08/2013,,,Green River | 332618,Kentucky,71,01/08/2013,Closure,,No,
Kentucky,Alpha Natural Resources North Fork Coal Corporation,,,03/05/2013-03/19/2013,,,EKCEP | 212111,Kentucky,267,01/07/2013,Closure,,No,
Kentucky,The Boeing Company,,,03/04/2013,,,Statewide | 561110,Kentucky,49,01/04/2013,Closure,,No,
Kentucky,"Arch Coal, Inc. Knott County and Raven Complexes",,,,,,EKCEP | 322221,Kentucky,259,12/26/2012,Closure,,No,
Kentucky,Caterpillar Global Minning LLC Caterpillar Global Mining Field Services LLC,,,02/09/2013,,,TENCO | 551114,Kentucky,23,12/11/2012,Closure,,No,
Kentucky,"Johnson Controls Interior Mfg., US, LLC",,,02/04/2013,,,Greater Louisville | 326199,Kentucky,392,12/07/2012,Closure,,Yes,
