state,company,city,notice_date,layoff_date,employees_affected,closure_type,notes,State,Closure/Layoff,Temporary/Permanent,Union,County,Industry,Notes
North Dakota,Noridian Healthcare Solutions,Statewide,2026-01-15,2026-01-28,47,,,North Dakota,Layoff,,,,,
North Dakota,"Transdev Services, Inc.",Fargo,2025-10-21,2025-12-21,112,,,North Dakota,Closure,,,,,
North Dakota,Hess Corporation,Minot,2025-07-21,2025-09-25,70,,,North Dakota,Layoff,Permanent,,,,
North Dakota,Accelerate360 Distribution,Remote,2025-04-25,2025-06-28,10,,,North Dakota,,,,,,430 workers affected nationwide
