state,company,city,notice_date,layoff_date,employees_affected,closure_type,notes,State,Closure/Layoff,Temporary/Permanent,Union,County,Industry,Notes
New Hampshire,Craft USA Holdings LLC,Portsmouth,2025-03-31,05/31/2025-08/11/2025,40.0,,,New Hampshire,,,,Rockingham,,
New Hampshire,US Cellular,"Bedford, Belmont, Concord, Keene, Merrimack",2025-04-15,2025-06-02 00:00:00,,,,New Hampshire,Closure,,,,,
New Hampshire,Intervala LLC,Manchester,2025-06-10,2025-08-30 00:00:00,101.0,,,New Hampshire,Closure,,,Hillsborough,,
New Hampshire,Farnum Center/Easterseals,Manchester,2025-06-25,2025-08-23 00:00:00,83.0,,,New Hampshire,,,,Hillsborough,,
