state,company,city,notice_date,layoff_date,employees_affected,closure_type,notes
Kansas,Eaton Corporation,,,,,WARN,1 - Kansas WorkforceONE
Kansas,S&S Activewear,Edwardsville,01/20/2025,,,WARN,3 - Workforce Partnership
Kansas,"Jack Cooper Transport Company, LLC",Kansas City,02/10/2025,,,WARN,3 - Workforce Partnership
Kansas,"First Brands Group, LLC (Hopkins)",Emporia,02/23/2026,,,WARN,1 - Kansas WorkforceONE
Kansas,"First Brands Group, LLC (Hopkins)",Edgerton,02/23/2026,,,WARN,3 - Workforce Partnership
Kansas,DEMDACO,Leawood,05/21/2025,,,WARN,3 - Workforce Partnership
Kansas,Coperion K-Tron,Salina,01/22/2025,,,WARN,1 - Kansas WorkforceONE
Kansas,"SPO Management, LLC",Manhattan,07/29/2025,,,WARN,2 - Workforce Investment Area II
Kansas,Ashley Clinic/Southeast Kansas Mental Health Center,Iola,03/27/2026,,,WARN,1 - Kansas WorkforceONE
Kansas,United BioSource LLC (UBC),Overland Park,09/26/2025,,,WARN,3 - Workforce Partnership
Kansas,"Gates Corporation ""Gates""",Iola,10/02/2025,,,WARN,5 - Workforce Investment Area V
Kansas,TC Transcontinental,Lenexa,02/26/2025,,,WARN,3 - Workforce Partnership
Kansas,Unrivaled Teamwear,Manhattan,07/29/2025,,,WARN,1 - Kansas WorkforceONE
Kansas,First Student,Cincinnati,05/01/2026,,,WARN,1 - Kansas WorkforceONE
Kansas,"First Brands Group, LLC (Horizon Global)",Edgerton,02/27/2026,,,WARN,3 - Workforce Partnership
Kansas,"Vornado Air, LLC.",Andover,01/30/2026,,,WARN,4 - Workforce Alliance
Kansas,Lowe's,Charlotte,02/13/2026,,,WARN,3 - Workforce Partnership
Kansas,ORBIS Corporation,Osage City,03/21/2025,,,WARN,2 - Workforce Investment Area II
Kansas,"Panera, LLC",Lenexa,03/21/2025,,,WARN,3 - Workforce Partnership
Kansas,Federal Express Corporation (FedEx),Wichita,04/30/2025,,,WARN,4 - Workforce Alliance
Kansas,"Veyer, LLC",Edwardsville,05/16/2025,,,WARN,3 - Workforce Partnership
