state,company,city,notice_date,layoff_date,employees_affected,closure_type,notes
West Virginia,Alderson Broaddus University,,02/01/2025,,,,https://workforcewv.org/wp-content/uploads/2025/02/Alderson-Broaddus-University-WARN-8-4-23.pdf
West Virginia,Beech Mountain Rail Road,,02/01/2025,,,,https://workforcewv.org/wp-content/uploads/2025/02/Beech-Mountain-Rail-Road-WARN-5-12-23.pdf
West Virginia,Carter Roag Coal Company WARN5 12 23,,02/01/2025,,,,https://workforcewv.org/wp-content/uploads/2025/02/Carter-Roag-Coal-Company-WARN5-12-23.pdf
West Virginia,Carter Roag,,02/01/2025,,,,https://workforcewv.org/wp-content/uploads/2025/02/Carter-Roag-WARN-Update-6-19-23.pdf
West Virginia,Guidehouse,,02/01/2025,,,,https://workforcewv.org/wp-content/uploads/2025/02/Guidehouse-WARN-1-30-23.pdf
West Virginia,HealthHelp,,02/01/2025,,,,https://workforcewv.org/wp-content/uploads/2025/02/HealthHelp-WARN-12323.pdf
West Virginia,ND Paper,,02/01/2025,,,,https://workforcewv.org/wp-content/uploads/2025/02/ND-Paper-WARN-1-20-23.pdf
West Virginia,Trivium Packaging,,02/01/2025,,,,https://workforcewv.org/wp-content/uploads/2025/02/Trivium-Packaging-WARN-4-24-23.pdf
West Virginia,Apple Green Burnwell,,02/01/2025,,,,https://workforcewv.org/wp-content/uploads/2025/02/Apple-Green-Burnwell-WARN-9-30-22.pdf
West Virginia,Applegreen Princeton,,02/01/2025,,,,https://workforcewv.org/wp-content/uploads/2025/02/Applegreen-Princeton-WARN-9-30-22.pdf
West Virginia,Appple Green Beckley,,02/01/2025,,,,https://workforcewv.org/wp-content/uploads/2025/02/Appple-Green-Beckley-WARN-9-30-22.pdf
West Virginia,Kroger Gassaway 10 28 22,,02/01/2025,,,,https://workforcewv.org/wp-content/uploads/2025/02/Kroger-Gassaway-10-28-22.pdf
West Virginia,Mountain State Carbon,,02/01/2025,,,,https://workforcewv.org/wp-content/uploads/2025/02/Mountain-State-Carbon-WARN-3-10-22.pdf
West Virginia,Ready Responder,,02/01/2025,,,,https://workforcewv.org/wp-content/uploads/2025/02/Ready-Responder-WARN-Notice-2-18-22.pdf
West Virginia,Science Application International Corporation,,02/01/2025,,,,https://workforcewv.org/wp-content/uploads/2025/02/Science-Application-International-Corporation-WARN-3-1-22.pdf
West Virginia,Watsonville Community Hospital 1 21 22 WARN,,02/01/2025,,,,https://workforcewv.org/wp-content/uploads/2025/02/Watsonville-Community-Hospital-1-21-22-WARN.pdf
West Virginia,Monongalia County Coal Resources,,02/01/2025,,,,https://workforcewv.org/wp-content/uploads/2025/02/Monongalia-County-Coal-Resources-WARN-6-4-2021.pdf
West Virginia,Mylan Pharmaceuticals,,02/01/2025,,,,https://workforcewv.org/wp-content/uploads/2025/02/Mylan-Pharmaceuticals-WARN-5-25-21-Update.pdf
West Virginia,Special Metals,,02/01/2025,,,,https://workforcewv.org/wp-content/uploads/2025/02/Special-Metals-WARN-Notice-12-7-21.pdf
West Virginia,Watsonville Community Hospital,,02/01/2025,,,,https://workforcewv.org/wp-content/uploads/2025/02/Watsonville-Community-Hospital-WARN-11-26-21.pdf
